Age at enrollment,Application mode,Curricular units 1st sem (approved),Curricular units 1st sem (enrolled),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Debtor,Gender,Scholarship holder,Tuition fees up to date,Target
26,12,3,6,12.666666666666666,11.0,0,0,0,1,Dropout
19,1,4,5,13.75,14.5,0,0,0,1,Graduate
24,12,5,6,11.4,11.8,0,0,0,1,Dropout
19,1,6,6,13.166666666666666,13.0,0,0,1,1,Dropout
20,13,6,7,12.833333333333334,11.8,0,0,1,1,Graduate
19,9,6,6,14.125,14.5,0,0,0,1,Graduate
21,1,3,5,11.666666666666666,13.0,0,0,0,1,Graduate
50,12,6,7,10.25,11.25,0,0,0,0,Dropout
47,12,6,7,12.514285714285716,11.75,0,0,0,1,Dropout
24,13,10,13,11.5,10.444444444444445,0,0,0,1,Dropout
48,12,1,5,10.0,0.0,0,0,0,0,Dropout
18,1,6,6,15.714285714285714,12.77777777777778,0,0,1,1,Graduate
32,15,4,6,12.5,11.0,0,1,0,1,Dropout
20,1,3,5,12.0,12.75,0,1,0,0,Dropout
24,12,0,5,0.0,0.0,1,1,0,1,Dropout
53,12,4,5,12.25,11.75,0,1,0,1,Graduate
42,12,0,4,0.0,0.0,1,1,0,0,Dropout
52,12,5,5,13.6,14.2,0,1,0,1,Graduate
49,12,5,5,12.2,11.8,0,1,0,1,Graduate
18,8,6,6,12.285714285714286,13.333333333333334,0,1,1,1,Graduate
37,12,3,5,12.0,13.0,0,1,0,1,Graduate
21,1,6,7,13.342857142857143,11.65,0,1,1,1,Graduate
26,12,0,5,0.0,0.0,1,1,0,1,Dropout
20,1,11,12,14.272727272727272,14.818181818181818,0,1,0,1,Graduate
19,1,7,7,12.1375,12.91111111111111,0,0,1,1,Graduate
18,1,6,6,14.166666666666666,14.857142857142858,0,0,0,1,Graduate
18,8,7,7,13.528571428571428,14.655555555555557,0,0,0,1,Graduate
20,8,5,6,12.0,11.0,0,0,0,1,Graduate
20,8,5,5,11.4,11.0,0,0,0,1,Dropout
21,1,0,0,0.0,0.0,0,0,0,1,Dropout
22,1,12,12,12.916666666666666,14.5,0,0,0,1,Graduate
18,14,7,7,13.6375,14.3875,0,0,1,1,Graduate
18,1,7,7,12.9,12.142857142857142,0,0,0,1,Dropout
19,1,7,8,14.36,14.36,0,0,1,1,Graduate
18,1,7,8,14.7,14.7,0,0,0,1,Graduate
20,1,7,7,13.0,15.0625,0,0,1,1,Graduate
20,1,6,6,13.5,0.0,0,0,0,1,Dropout
20,1,5,5,12.333333333333334,12.6,0,0,0,1,Graduate
19,1,5,5,13.4,13.0,0,0,0,1,Graduate
20,14,0,0,0.0,0.0,0,0,1,1,Graduate
27,17,11,12,14.727272727272728,14.142857142857142,0,0,0,1,Graduate
18,1,6,6,16.571428571428573,15.666666666666666,0,0,0,1,Graduate
18,1,7,7,15.145,15.7425,0,0,0,1,Graduate
18,8,7,7,13.44285714285714,15.075,0,0,1,1,Graduate
20,1,5,5,14.166666666666666,11.75,0,0,0,1,Graduate
20,8,6,6,11.333333333333334,12.333333333333334,0,0,1,1,Graduate
18,1,8,8,13.76125,13.76125,0,0,0,1,Graduate
22,15,5,7,11.6,10.0,1,0,0,0,Dropout
22,8,4,6,12.75,13.0,1,0,1,1,Graduate
19,1,6,6,15.307692307692308,14.0,0,0,0,1,Graduate
21,15,5,6,13.285714285714286,12.0,0,0,0,0,Dropout
27,12,7,7,14.757142857142856,14.077777777777778,0,0,0,1,Graduate
18,8,6,7,12.766666666666666,12.766666666666666,0,0,0,1,Graduate
18,8,5,5,10.4,0.0,0,0,0,0,Dropout
19,8,0,7,0.0,0.0,0,1,0,1,Dropout
35,12,4,5,10.5,12.6,0,1,1,1,Graduate
23,8,4,5,14.25,13.4,0,1,0,1,Graduate
28,12,3,7,11.916666666666666,0.0,0,1,0,1,Dropout
20,1,4,5,12.0,11.6,1,1,0,1,Dropout
21,1,3,5,11.0,12.75,0,1,0,1,Dropout
18,8,6,6,14.166666666666666,13.0,0,1,0,1,Graduate
22,1,6,6,14.666666666666666,15.0,0,1,0,1,Graduate
21,8,0,5,0.0,12.285714285714286,0,1,0,1,Graduate
38,4,3,7,12.666666666666666,0.0,1,1,0,0,Dropout
19,14,0,0,0.0,0.0,0,1,0,1,Dropout
24,4,0,5,0.0,0.0,0,1,0,1,Dropout
19,9,0,6,0.0,0.0,0,1,0,0,Dropout
19,1,7,7,13.7,14.022222222222222,0,1,1,1,Graduate
31,12,0,5,0.0,0.0,0,1,0,1,Dropout
19,8,6,6,13.333333333333334,13.285714285714286,0,1,1,1,Graduate
22,8,5,6,11.4,12.166666666666666,0,1,0,1,Graduate
25,12,0,5,0.0,0.0,0,1,0,1,Dropout
18,1,7,7,16.142857142857142,0.0,0,1,0,1,Dropout
30,4,0,8,0.0,0.0,0,1,0,1,Dropout
18,1,8,8,15.63375,15.63375,0,1,1,1,Graduate
18,1,6,6,13.666666666666666,14.5,0,1,0,1,Graduate
18,8,0,6,0.0,0.0,0,1,0,1,Dropout
18,1,6,6,12.5,11.5,0,1,0,1,Graduate
25,12,6,6,12.285714285714286,13.0,0,1,1,1,Graduate
18,1,0,0,0.0,0.0,0,1,0,1,Dropout
25,12,4,7,12.95,13.125,0,1,0,1,Dropout
19,1,6,7,12.45,12.45,0,0,0,1,Graduate
20,1,8,8,13.38125,13.38125,0,0,1,1,Graduate
33,13,5,7,12.16,11.34,0,0,0,0,Dropout
18,8,6,6,12.75,12.166666666666666,0,0,1,1,Graduate
19,8,8,8,13.3425,13.3425,0,0,0,1,Graduate
20,1,7,7,14.175,13.03125,0,0,1,1,Graduate
24,12,0,5,0.0,14.5,0,1,0,1,Dropout
24,12,0,5,0.0,0.0,0,1,0,1,Dropout
18,8,5,5,12.0,12.142857142857142,0,1,0,1,Graduate
18,1,6,6,10.571428571428571,11.4,0,0,1,1,Graduate
22,16,11,12,14.153846153846152,15.428571428571429,0,0,0,1,Graduate
18,1,6,6,11.166666666666666,12.4,0,0,1,1,Graduate
21,1,17,17,12.0,12.666666666666666,0,0,0,1,Graduate
38,12,3,5,11.333333333333334,12.0,0,0,0,1,Dropout
29,14,16,16,12.588235294117649,13.357142857142858,0,0,1,1,Graduate
18,8,0,6,0.0,0.0,0,0,0,0,Dropout
37,14,12,12,12.25,12.846153846153848,0,1,0,1,Graduate
20,1,5,5,11.6,12.8,0,1,0,1,Graduate
20,1,4,5,13.0,12.0,0,1,0,0,Dropout
40,12,3,5,10.666666666666666,12.5,1,1,0,1,Dropout
21,1,2,5,11.0,11.428571428571429,0,1,0,0,Dropout
21,15,6,7,13.428571428571429,13.125,0,1,0,1,Graduate
18,1,8,8,13.05375,13.05375,0,1,0,1,Graduate
27,12,6,6,14.166666666666666,13.833333333333334,0,1,0,1,Graduate
38,12,0,6,0.0,0.0,0,1,0,0,Dropout
18,9,5,6,13.6,12.666666666666666,0,1,0,1,Dropout
18,1,6,6,13.714285714285714,13.333333333333334,0,1,0,1,Dropout
19,14,3,6,11.666666666666666,10.0,1,1,0,0,Dropout
44,12,1,6,14.0,0.0,1,1,0,0,Dropout
26,15,4,6,12.5,10.0,0,1,0,1,Dropout
24,14,5,6,11.833333333333334,11.5,1,1,0,0,Dropout
27,12,0,6,0.0,0.0,0,1,0,0,Dropout
27,12,0,6,0.0,0.0,1,1,0,0,Dropout
25,14,13,17,11.538461538461538,12.4,0,1,0,1,Dropout
19,1,0,0,0.0,0.0,0,1,1,1,Graduate
20,8,0,5,0.0,0.0,1,1,0,0,Dropout
22,15,3,6,12.666666666666666,0.0,0,0,0,0,Dropout
19,1,6,6,14.428571428571429,15.0,0,0,0,1,Graduate
18,1,7,7,13.117142857142856,12.6,0,0,1,1,Graduate
20,1,6,6,12.666666666666666,11.833333333333334,1,0,0,1,Graduate
18,8,0,0,0.0,0.0,0,0,1,1,Dropout
36,12,6,6,15.285714285714286,16.5,0,1,0,1,Graduate
19,6,3,5,10.5,11.25,1,1,0,1,Graduate
21,17,11,11,12.636363636363637,12.6,0,1,1,1,Graduate
26,1,0,5,0.0,0.0,0,0,0,1,Dropout
29,12,3,9,14.333333333333334,14.0,1,0,0,0,Dropout
27,4,0,7,0.0,0.0,0,1,0,1,Dropout
19,1,6,6,13.5,14.428571428571429,0,0,1,1,Graduate
20,1,0,4,0.0,0.0,0,1,0,0,Dropout
33,1,9,9,12.8,11.428571428571429,0,1,0,1,Graduate
35,12,5,5,10.8,12.0,1,1,0,1,Dropout
23,1,4,5,11.4,11.0,0,1,0,1,Graduate
19,1,7,7,13.725714285714286,14.5,0,1,0,1,Graduate
21,1,6,6,13.5,11.166666666666666,0,1,1,1,Graduate
27,12,7,8,15.57,15.57,0,1,0,1,Dropout
28,4,7,7,14.114285714285714,15.91111111111111,0,1,0,1,Dropout
42,12,0,6,0.0,0.0,0,1,0,1,Dropout
27,4,4,5,13.5,13.75,0,1,0,1,Graduate
23,1,4,6,11.25,0.0,0,1,0,1,Dropout
18,8,6,6,12.142857142857142,11.333333333333334,0,1,1,1,Graduate
26,12,7,8,13.075714285714286,13.075714285714286,0,1,0,1,Graduate
18,1,0,5,0.0,0.0,0,1,0,1,Dropout
29,12,3,5,11.0,13.5,1,1,0,1,Dropout
22,8,0,6,0.0,0.0,0,1,0,1,Dropout
19,1,7,8,13.512857142857142,13.512857142857142,0,0,1,1,Graduate
18,1,6,6,12.833333333333334,12.166666666666666,0,0,1,1,Graduate
18,1,3,5,15.0,11.666666666666666,0,0,1,1,Dropout
40,12,5,6,12.8,13.333333333333334,1,0,0,0,Dropout
20,8,3,6,12.333333333333334,0.0,1,0,0,0,Dropout
18,1,5,8,12.288,12.288,0,1,0,1,Dropout
31,14,12,12,12.333333333333334,13.285714285714286,0,1,0,1,Graduate
18,1,4,5,11.5,12.8,0,1,1,1,Graduate
22,14,6,6,11.833333333333334,11.142857142857142,0,1,0,1,Dropout
38,16,0,5,0.0,0.0,1,1,0,0,Dropout
33,14,0,5,0.0,0.0,0,1,0,1,Dropout
18,8,0,6,0.0,0.0,0,1,0,1,Dropout
27,16,6,6,12.333333333333334,13.0,0,1,0,1,Graduate
26,12,6,6,12.428571428571429,12.833333333333334,0,1,0,1,Graduate
19,1,7,7,12.765714285714289,13.544444444444444,0,0,1,1,Graduate
44,16,5,7,12.1,12.6,0,1,0,1,Dropout
19,1,5,5,12.0,11.5,0,1,0,1,Graduate
20,9,0,6,0.0,0.0,0,1,0,1,Dropout
31,14,13,14,11.357142857142858,12.0,0,0,0,1,Graduate
25,14,6,6,13.5,12.5,0,0,0,1,Graduate
19,8,0,6,0.0,0.0,1,0,0,0,Dropout
18,8,7,7,13.884285714285712,14.75,0,0,0,1,Dropout
24,12,2,6,11.666666666666666,10.5,0,0,0,1,Dropout
20,1,6,6,14.5,12.666666666666666,0,0,0,1,Graduate
18,8,6,6,14.714285714285714,14.166666666666666,0,0,0,1,Graduate
18,1,6,6,13.285714285714286,14.333333333333334,0,0,1,1,Graduate
28,4,0,7,0.0,0.0,1,0,0,0,Dropout
18,1,5,6,13.0,11.5,1,0,0,1,Dropout
18,1,6,6,11.5,14.0,0,0,1,1,Graduate
18,8,5,5,11.8,11.6,0,0,1,1,Graduate
19,1,3,5,10.666666666666666,12.285714285714286,0,0,1,0,Dropout
19,8,6,7,13.8875,14.864444444444445,0,0,1,1,Graduate
20,1,5,6,11.4,11.5,1,0,1,1,Graduate
34,14,9,11,12.333333333333334,12.142857142857142,0,0,0,1,Graduate
19,8,8,8,13.427499999999998,13.427499999999998,0,0,0,1,Graduate
24,12,6,6,15.166666666666666,15.5,0,0,0,1,Graduate
18,5,0,6,0.0,0.0,0,0,0,1,Dropout
19,8,2,5,10.5,0.0,0,1,0,1,Dropout
18,1,5,5,11.8,11.0,0,1,1,1,Graduate
19,1,7,7,13.075,12.36111111111111,1,1,0,1,Graduate
19,1,4,6,11.6,13.0,0,1,0,1,Dropout
19,8,6,6,13.666666666666666,12.25,0,1,0,1,Dropout
41,12,4,5,10.75,10.0,0,1,0,1,Dropout
19,1,6,7,13.492857142857144,12.68888888888889,0,1,0,1,Graduate
23,4,0,7,0.0,0.0,0,1,0,0,Dropout
18,1,5,5,13.285714285714286,14.8,0,1,0,1,Dropout
19,1,5,5,12.6,11.8,0,1,0,1,Graduate
20,15,6,6,14.0,14.666666666666666,0,1,0,1,Graduate
35,12,2,5,11.5,10.5,1,1,0,0,Dropout
34,12,0,6,0.0,0.0,0,1,0,0,Dropout
19,1,6,6,11.833333333333334,12.875,1,0,1,0,Graduate
22,6,5,6,11.5,12.4,1,1,0,0,Graduate
20,8,6,6,14.166666666666666,12.333333333333334,0,1,0,1,Graduate
30,12,0,5,0.0,0.0,1,1,0,1,Dropout
20,1,2,6,10.5,0.0,0,1,0,0,Dropout
18,8,6,6,11.833333333333334,13.166666666666666,0,1,0,1,Graduate
26,1,0,5,0.0,0.0,0,1,1,1,Dropout
26,12,5,5,12.4,12.4,0,1,0,1,Graduate
26,12,2,5,10.5,0.0,0,1,0,0,Dropout
31,12,0,5,0.0,0.0,1,1,0,0,Dropout
20,1,12,12,14.583333333333334,14.333333333333334,0,1,1,1,Graduate
19,1,6,6,11.666666666666666,12.666666666666666,0,1,0,1,Graduate
23,8,0,5,0.0,0.0,1,1,0,0,Dropout
20,1,1,7,13.0,0.0,0,1,1,1,Dropout
20,16,7,7,15.66,15.011111111111113,0,1,0,1,Graduate
29,12,0,6,0.0,0.0,0,1,0,1,Dropout
20,1,6,6,12.166666666666666,12.75,0,1,1,1,Graduate
24,1,6,7,13.3,13.3,0,1,0,1,Graduate
37,12,0,7,0.0,0.0,0,1,0,1,Dropout
18,1,0,7,0.0,0.0,0,1,0,1,Dropout
18,1,0,0,0.0,0.0,1,1,1,0,Dropout
18,8,7,8,13.55714285714286,13.55714285714286,0,1,0,1,Graduate
35,12,4,6,12.0,10.333333333333334,0,1,0,1,Dropout
19,8,0,5,0.0,0.0,0,0,0,1,Dropout
18,1,0,0,0.0,0.0,0,1,0,1,Graduate
19,1,6,7,12.183333333333332,12.183333333333332,0,0,0,1,Graduate
30,15,6,9,11.833333333333334,11.0,0,1,0,0,Dropout
51,14,0,4,0.0,0.0,1,1,0,0,Dropout
18,5,6,6,15.0,14.333333333333334,0,0,0,1,Graduate
18,1,0,0,0.0,0.0,0,0,0,1,Graduate
18,1,0,0,0.0,0.0,0,0,0,1,Graduate
18,1,8,8,13.435,13.435,0,0,1,1,Graduate
18,1,4,5,13.5,0.0,0,0,0,1,Dropout
23,9,17,17,11.5,12.176470588235292,0,0,0,1,Graduate
18,1,5,6,12.2,11.5,1,0,0,0,Dropout
18,1,0,0,0.0,0.0,0,0,0,1,Graduate
21,17,10,11,14.5,14.0,0,0,0,1,Graduate
20,14,6,6,13.333333333333334,12.666666666666666,1,0,0,1,Graduate
24,13,9,11,12.0,12.555555555555555,0,0,0,1,Graduate
18,1,6,6,15.125,14.0,0,0,0,1,Graduate
18,8,6,7,13.116666666666667,13.116666666666667,0,0,0,1,Graduate
19,1,6,6,12.833333333333334,11.666666666666666,0,0,0,1,Graduate
20,15,6,6,13.333333333333334,14.166666666666666,0,0,1,1,Graduate
18,1,7,7,13.877142857142855,15.6625,0,0,0,1,Graduate
18,1,7,8,12.944285714285714,12.944285714285714,0,0,0,1,Graduate
19,1,6,7,14.266666666666666,14.266666666666666,0,0,0,1,Graduate
18,1,5,6,13.0,14.0,0,0,0,1,Graduate
20,1,8,8,12.48375,12.48375,0,0,0,1,Graduate
18,1,7,7,13.428571428571429,15.3125,0,0,0,1,Graduate
18,8,3,6,10.666666666666666,0.0,1,0,0,0,Dropout
18,1,5,6,15.4,12.2,0,0,0,1,Graduate
18,1,6,7,13.45,13.45,0,0,0,1,Graduate
18,8,6,7,12.6,12.6,0,0,1,1,Graduate
20,1,7,7,12.485714285714286,12.9375,0,0,0,1,Graduate
22,1,5,6,10.8,12.8,0,0,1,1,Graduate
18,1,6,6,13.833333333333334,14.0,0,0,0,1,Graduate
18,8,5,5,13.2,12.5,0,0,0,1,Graduate
18,8,1,6,14.0,0.0,1,0,1,1,Dropout
19,8,8,8,13.875,14.0,0,0,0,1,Graduate
19,1,5,5,12.5,12.714285714285714,0,0,1,1,Graduate
18,8,6,6,13.428571428571429,12.5,0,0,1,1,Graduate
18,8,7,7,14.868571428571428,15.11111111111111,0,0,1,1,Graduate
18,1,7,7,13.03,13.21875,0,0,0,1,Graduate
19,8,6,6,14.571428571428571,12.333333333333334,0,0,0,1,Graduate
18,8,5,6,11.0,11.25,0,0,0,1,Graduate
25,12,8,8,13.3675,13.3675,0,0,1,1,Graduate
19,1,6,7,12.808333333333332,12.825714285714286,0,0,1,1,Graduate
18,8,7,7,13.918571428571427,13.8875,0,0,0,1,Graduate
19,8,6,6,13.0,12.8,0,0,0,1,Graduate
18,1,6,7,13.683333333333332,13.683333333333332,0,0,0,1,Graduate
24,12,5,6,13.0,12.0,0,0,0,1,Dropout
21,1,5,6,12.8,11.2,0,0,0,1,Graduate
18,1,6,6,13.571428571428571,12.166666666666666,0,0,1,1,Graduate
18,1,6,6,13.166666666666666,13.166666666666666,0,0,0,1,Graduate
20,1,6,6,15.0,14.5,0,0,1,1,Graduate
19,1,6,6,12.666666666666666,11.4,0,0,0,1,Graduate
19,1,6,6,13.857142857142858,13.142857142857142,0,0,1,1,Dropout
30,1,7,7,14.692857142857145,14.9625,0,0,0,1,Graduate
18,1,8,8,14.035,14.035,0,0,0,1,Graduate
18,8,4,5,11.0,14.0,0,0,0,1,Graduate
18,1,6,6,13.333333333333334,13.333333333333334,0,0,1,1,Graduate
20,9,6,7,11.7725,12.33,0,0,0,1,Graduate
19,1,0,6,0.0,0.0,0,0,0,1,Dropout
19,14,0,6,0.0,0.0,0,0,0,1,Dropout
19,1,0,0,0.0,0.0,0,0,0,0,Dropout
18,1,6,6,12.285714285714286,12.0,0,0,1,1,Graduate
19,9,6,7,12.166666666666666,13.166666666666666,0,0,0,1,Graduate
25,4,7,8,14.805714285714286,14.805714285714286,0,0,0,1,Graduate
19,1,5,6,10.6,11.714285714285714,0,0,0,1,Dropout
19,1,6,6,12.833333333333334,12.666666666666666,1,0,1,1,Graduate
20,1,5,6,13.0,13.8,0,0,1,1,Graduate
20,1,7,7,12.725,13.7125,0,0,1,1,Graduate
19,8,4,5,11.25,10.333333333333334,0,0,0,1,Graduate
31,4,11,12,13.818181818181818,13.461538461538462,0,0,0,1,Graduate
20,1,3,5,12.333333333333334,13.0,0,0,0,1,Graduate
18,1,6,6,13.666666666666666,15.4,0,0,0,1,Graduate
20,8,6,6,14.833333333333334,12.142857142857142,0,0,1,1,Graduate
19,8,5,6,11.2,13.125,0,0,1,1,Dropout
21,8,5,5,11.4,12.2,0,0,1,1,Graduate
18,1,7,7,13.135,13.244444444444444,0,0,0,1,Graduate
21,16,10,10,13.0,11.4,0,0,0,1,Dropout
20,15,6,6,13.5,12.5,0,0,0,1,Graduate
18,1,5,6,13.5,14.5,0,0,1,1,Graduate
18,1,4,5,10.75,13.0,0,0,1,1,Graduate
18,8,6,6,11.333333333333334,11.833333333333334,0,0,1,1,Graduate
21,14,3,7,13.0,13.285714285714286,0,0,1,1,Graduate
18,1,6,7,13.966666666666669,13.966666666666669,0,0,0,1,Graduate
18,1,8,8,14.14125,14.14125,0,0,1,1,Graduate
20,8,4,6,11.6,11.75,0,0,1,1,Graduate
32,13,8,8,14.6625,14.6625,0,0,1,1,Graduate
23,1,6,7,12.993333333333334,12.66875,0,0,1,1,Graduate
18,8,5,6,12.2,12.8,0,0,0,1,Graduate
34,14,0,0,0.0,0.0,0,0,0,1,Dropout
21,1,5,5,12.2,11.8,0,0,0,1,Graduate
20,1,0,6,0.0,0.0,0,0,1,1,Dropout
18,1,6,6,11.333333333333334,11.666666666666666,0,0,0,1,Graduate
18,8,6,6,13.857142857142858,13.1,0,0,0,1,Graduate
18,8,6,6,12.857142857142858,13.333333333333334,0,0,0,1,Graduate
24,12,1,6,10.0,0.0,0,0,0,1,Dropout
32,16,14,15,10.214285714285714,11.384615384615383,1,0,0,0,Graduate
24,12,6,6,11.285714285714286,10.333333333333334,1,0,0,0,Dropout
18,1,6,6,13.833333333333334,0.0,0,0,1,1,Dropout
28,16,6,6,12.857142857142858,12.6,0,0,0,1,Graduate
18,8,6,6,11.666666666666666,12.0,0,0,1,1,Dropout
24,4,0,6,0.0,0.0,0,0,0,0,Dropout
19,1,5,5,14.4,13.2,0,0,0,1,Graduate
44,12,6,6,14.833333333333334,14.166666666666666,0,0,0,1,Graduate
18,7,6,6,14.333333333333334,12.0,0,0,1,1,Graduate
18,1,0,0,0.0,0.0,0,0,0,1,Graduate
22,1,0,6,0.0,0.0,0,0,0,1,Dropout
18,9,6,7,12.333333333333334,12.666666666666666,0,0,1,1,Graduate
44,12,5,5,11.8,12.4,0,0,0,1,Graduate
33,12,5,6,13.2,10.6,1,0,0,1,Dropout
32,12,0,6,0.0,0.0,1,0,0,0,Dropout
35,12,0,6,0.0,0.0,0,0,0,0,Dropout
20,1,6,6,11.5,13.285714285714286,0,0,0,1,Graduate
24,12,5,6,12.6,12.2,0,0,0,1,Graduate
19,1,7,7,13.542857142857144,14.22222222222222,0,0,0,1,Graduate
19,1,6,6,13.666666666666666,13.833333333333334,0,1,1,1,Graduate
27,13,0,6,0.0,0.0,0,1,0,0,Dropout
30,12,0,6,0.0,0.0,0,0,0,0,Dropout
21,8,0,0,0.0,0.0,0,1,0,1,Dropout
19,1,6,6,11.5,12.285714285714286,0,1,0,1,Graduate
18,14,7,7,11.828571428571427,12.9125,0,1,0,1,Graduate
21,1,0,0,0.0,0.0,0,1,0,1,Graduate
19,1,6,7,12.966666666666669,12.966666666666669,0,0,1,1,Graduate
18,1,6,6,13.833333333333334,13.666666666666666,0,1,0,1,Graduate
19,8,7,7,14.125714285714285,14.36875,0,0,0,1,Graduate
45,12,5,10,12.166666666666666,0.0,1,0,0,1,Dropout
26,12,6,6,12.666666666666666,12.25,0,0,0,1,Graduate
51,12,0,4,0.0,0.0,0,1,0,1,Dropout
49,12,6,6,12.285714285714286,14.166666666666666,1,1,1,1,Graduate
22,8,2,5,10.0,10.0,0,1,0,1,Dropout
33,4,2,5,11.5,12.0,0,0,0,1,Dropout
20,5,5,5,11.6,11.5,0,0,0,1,Graduate
18,1,6,6,12.5,11.666666666666666,0,0,1,1,Graduate
20,1,3,6,11.666666666666666,11.0,1,0,0,0,Dropout
37,18,7,10,13.428571428571429,11.6,0,0,0,1,Graduate
18,1,6,6,13.666666666666666,13.5,0,1,0,1,Graduate
19,1,6,6,12.5,12.166666666666666,0,0,0,1,Graduate
21,15,6,6,13.0,12.8,0,0,0,1,Graduate
20,1,6,7,12.783333333333331,12.842857142857143,0,0,0,1,Graduate
19,1,0,7,0.0,0.0,0,0,0,1,Dropout
20,8,4,7,13.5,11.225,0,0,0,1,Dropout
18,8,7,7,13.457142857142856,15.125,0,0,0,1,Graduate
19,1,7,8,13.44285714285714,13.44285714285714,0,0,0,1,Graduate
18,1,4,6,11.0,10.833333333333334,0,0,0,1,Graduate
18,8,6,6,11.333333333333334,12.285714285714286,0,0,1,1,Graduate
18,1,2,5,10.0,0.0,0,0,0,1,Dropout
18,1,7,7,12.214285714285714,14.0625,0,0,1,1,Graduate
19,1,6,6,14.166666666666666,13.5,0,0,1,1,Graduate
24,17,12,12,12.846153846153848,12.636363636363637,1,0,1,1,Graduate
21,1,5,5,12.8,11.25,0,0,1,1,Graduate
20,15,4,6,13.0,12.0,1,0,0,0,Dropout
19,8,7,7,13.371428571428572,13.666666666666666,0,0,1,1,Graduate
19,8,7,7,13.385714285714286,13.3875,0,0,1,1,Graduate
18,1,7,8,13.328571428571427,13.328571428571427,0,0,0,1,Graduate
19,1,5,6,14.0,11.0,0,0,0,1,Graduate
21,8,5,5,12.6,13.2,0,0,0,1,Graduate
19,1,6,6,14.0,15.0,0,0,1,1,Graduate
18,1,6,6,13.428571428571429,12.666666666666666,0,0,1,1,Graduate
17,8,6,6,13.0,12.5,0,0,1,1,Graduate
23,8,3,5,10.0,12.333333333333334,0,1,0,0,Dropout
19,1,6,6,12.833333333333334,11.77777777777778,0,0,0,1,Graduate
18,1,6,7,12.916666666666666,12.916666666666666,0,0,0,1,Graduate
20,1,6,6,13.285714285714286,13.8,0,0,0,1,Graduate
19,1,5,5,14.6,13.8,0,0,1,1,Graduate
18,1,6,6,14.0,13.666666666666666,0,0,1,1,Graduate
19,8,6,6,14.142857142857142,15.0,0,0,1,1,Graduate
19,1,6,6,11.666666666666666,12.333333333333334,0,0,0,1,Graduate
18,8,8,8,14.3775,14.3775,0,0,0,1,Graduate
18,8,7,7,12.5,13.042857142857144,0,0,0,1,Graduate
19,1,6,7,14.15,14.15,0,0,1,1,Graduate
19,1,7,8,12.471428571428572,12.471428571428572,0,0,1,1,Graduate
19,1,6,7,14.15,14.15,0,0,0,1,Graduate
21,1,7,7,14.072222222222225,14.0475,0,0,0,1,Graduate
18,1,6,6,14.857142857142858,14.666666666666666,0,0,0,1,Graduate
19,1,6,6,14.285714285714286,13.166666666666666,0,0,1,1,Graduate
18,1,0,4,0.0,0.0,0,0,0,0,Dropout
30,4,0,6,0.0,0.0,0,0,0,1,Dropout
18,8,6,6,15.0,15.166666666666666,0,0,0,1,Dropout
20,1,6,7,12.633333333333333,12.633333333333333,0,0,1,1,Graduate
25,12,5,5,11.2,12.6,1,0,0,0,Dropout
18,1,6,7,14.233333333333334,14.233333333333334,0,0,0,1,Graduate
18,1,7,8,15.7,15.7,0,0,0,1,Graduate
18,1,6,7,15.2,15.2,0,0,0,1,Graduate
29,8,6,6,16.333333333333332,15.6,0,0,0,0,Dropout
20,14,14,17,12.5625,12.857142857142858,0,0,0,1,Graduate
26,4,0,7,0.0,0.0,0,0,0,1,Dropout
21,1,5,6,12.4,12.0,0,0,0,1,Graduate
19,9,8,8,13.78125,13.78125,0,0,1,1,Graduate
19,8,6,6,12.166666666666666,11.666666666666666,1,0,0,1,Dropout
20,9,4,6,10.8,12.0,1,0,0,1,Graduate
18,1,7,7,13.26,14.28625,0,0,1,1,Graduate
20,1,4,6,12.0,10.666666666666666,0,0,0,0,Dropout
20,1,6,6,11.875,14.428571428571429,0,0,1,1,Graduate
18,1,6,6,13.333333333333334,13.2,0,0,0,1,Graduate
22,15,6,6,14.428571428571429,13.0,0,0,0,1,Graduate
19,8,6,6,15.0,14.333333333333334,0,0,1,1,Graduate
18,1,7,7,15.155555555555557,16.8,0,0,0,1,Graduate
20,1,6,6,10.666666666666666,11.857142857142858,1,0,0,1,Graduate
18,8,5,6,11.0,11.25,0,0,0,1,Dropout
21,8,0,6,0.0,0.0,0,0,0,1,Dropout
19,1,6,6,12.285714285714286,12.0,0,0,0,1,Graduate
18,1,8,8,12.82875,12.82875,0,0,0,1,Dropout
18,1,6,6,12.666666666666666,14.4,0,0,0,1,Graduate
21,8,2,6,13.0,0.0,1,0,1,0,Dropout
19,1,5,5,10.875,12.4,1,0,0,1,Graduate
19,1,5,5,12.8,11.6,0,0,1,1,Graduate
19,8,5,6,11.285714285714286,0.0,0,0,0,1,Dropout
18,1,0,0,0.0,0.0,0,0,0,1,Graduate
19,14,0,6,0.0,10.0,0,0,1,1,Dropout
20,8,6,7,13.766666666666666,13.744444444444444,0,0,1,1,Dropout
18,1,6,8,12.758333333333333,12.758333333333333,0,0,0,0,Dropout
19,1,0,0,0.0,0.0,0,0,1,1,Dropout
18,1,6,6,12.666666666666666,13.25,0,0,0,1,Graduate
19,1,6,6,12.25,12.0,0,0,1,1,Graduate
20,1,3,5,11.333333333333334,12.2,0,0,0,1,Graduate
19,8,7,7,13.507142857142856,13.05,0,0,1,1,Graduate
18,1,7,8,13.614285714285714,13.614285714285714,0,0,0,1,Graduate
