admission_grade,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,target
115.0,0,1,1,1,0,21,11,9,11.77777777777778,Dropout
119.8,1,0,1,1,0,19,5,2,11.0,Dropout
95.0,0,0,1,1,0,20,5,0,0.0,Dropout
150.0,0,0,1,1,0,25,14,14,12.428571428571429,Dropout
144.2,1,0,1,1,0,18,0,0,0.0,Graduate
128.2,1,0,1,1,0,23,8,8,12.5075,Graduate
135.3,0,0,1,1,0,21,12,11,12.090909090909092,Graduate
140.7,0,0,1,1,0,25,5,1,10.0,Dropout
130.4,1,0,1,1,0,18,6,6,13.5,Graduate
123.2,1,0,1,1,0,22,6,6,14.166666666666666,Graduate
118.0,0,0,1,1,0,27,6,6,14.0,Graduate
120.0,0,0,1,1,0,25,3,0,0.0,Dropout
118.9,1,0,1,1,0,18,5,3,11.666666666666666,Dropout
117.2,0,0,1,1,0,20,5,5,14.6,Graduate
120.0,0,0,1,1,0,27,6,5,13.0,Graduate
118.1,0,0,1,1,0,20,6,6,12.166666666666666,Graduate
124.8,1,0,1,1,0,22,5,0,0.0,Dropout
106.5,1,0,1,1,0,19,5,3,10.5,Dropout
109.3,0,0,1,1,0,19,0,0,0.0,Graduate
120.0,1,0,0,1,0,29,5,0,0.0,Dropout
137.5,0,0,1,1,0,19,8,7,13.828571428571427,Graduate
120.4,0,0,1,0,0,20,6,6,11.5,Graduate
136.7,1,0,1,0,0,20,6,4,13.5,Graduate
118.5,1,0,1,0,0,31,6,0,0.0,Dropout
133.0,1,0,1,0,0,18,7,7,12.5375,Graduate
133.0,1,0,1,0,0,18,5,4,12.0,Graduate
102.0,0,0,1,0,0,19,6,5,11.8,Graduate
133.9,0,0,1,0,1,18,5,5,15.0,Graduate
127.0,0,0,1,0,0,19,5,3,12.0,Graduate
120.4,1,0,1,0,1,18,6,6,12.833333333333334,Graduate
124.5,1,0,1,0,0,19,6,6,11.666666666666666,Graduate
123.9,0,0,1,0,0,19,7,7,12.1625,Graduate
117.8,1,0,1,0,0,18,6,6,13.833333333333334,Graduate
110.0,0,0,1,0,1,20,6,6,12.125,Graduate
141.0,0,0,1,0,0,29,15,11,11.454545454545457,Dropout
111.5,0,0,0,0,1,20,6,4,12.0,Dropout
140.0,0,1,0,0,0,31,7,6,12.666666666666666,Dropout
134.3,0,0,1,0,0,20,6,6,12.666666666666666,Graduate
125.3,1,0,1,0,0,21,18,18,11.88888888888889,Graduate
140.0,1,0,1,0,0,23,6,0,0.0,Dropout
119.6,0,1,0,0,0,21,6,4,13.0,Dropout
170.0,0,0,1,0,0,24,7,7,16.885714285714283,Graduate
150.5,0,0,1,0,0,27,6,6,12.5,Graduate
128.0,0,0,1,0,1,18,7,7,13.055555555555555,Graduate
108.7,1,0,0,0,0,21,0,0,0.0,Dropout
121.6,1,1,1,0,1,19,5,0,0.0,Dropout
125.3,1,0,1,0,1,19,8,7,12.355714285714283,Graduate
117.6,0,0,1,0,0,18,6,0,0.0,Dropout
106.1,1,1,1,0,1,20,7,7,13.857142857142858,Graduate
139.9,1,0,1,0,0,24,6,5,13.0,Graduate
110.8,1,0,1,0,0,20,6,6,12.833333333333334,Graduate
117.8,1,0,1,0,1,19,8,7,12.357142857142858,Graduate
127.5,1,0,1,0,1,18,8,7,13.857142857142858,Graduate
129.7,1,0,1,0,1,20,6,6,12.333333333333334,Graduate
130.6,1,0,1,0,0,20,7,7,12.847142857142858,Graduate
126.3,1,0,1,0,1,19,7,6,12.339999999999998,Graduate
105.0,1,0,1,0,0,20,6,6,13.833333333333334,Graduate
114.6,1,0,1,0,0,19,5,2,10.75,Dropout
114.6,1,0,1,0,0,19,6,4,13.25,Dropout
131.0,1,0,1,0,1,18,8,8,13.73125,Graduate
109.0,0,0,1,0,1,23,6,6,13.333333333333334,Dropout
132.0,1,0,1,0,0,21,6,5,12.0,Dropout
130.0,1,0,1,0,0,23,9,9,10.88888888888889,Graduate
109.5,1,0,1,0,0,19,7,7,13.025,Graduate
115.9,1,0,1,0,0,18,6,6,13.0,Graduate
131.6,1,0,1,0,0,19,6,5,11.8,Graduate
120.0,0,0,1,0,1,25,8,7,12.042857142857144,Graduate
136.4,0,0,1,0,1,19,7,7,12.8375,Graduate
120.0,0,1,1,0,1,24,7,7,11.0,Graduate
132.6,1,0,1,0,1,18,6,6,13.5,Graduate
112.9,1,0,1,0,1,19,6,6,12.125,Graduate
134.3,0,0,1,0,1,18,8,7,12.62857142857143,Graduate
117.2,0,0,1,0,0,19,6,5,11.2,Graduate
129.8,0,0,1,0,1,18,6,6,12.666666666666666,Dropout
158.0,0,1,0,0,0,34,6,4,13.5,Dropout
115.0,1,1,0,0,0,20,6,0,0.0,Dropout
152.4,0,0,1,0,0,26,5,5,12.0,Graduate
110.2,0,0,1,0,0,27,7,7,12.228571428571428,Graduate
113.5,1,0,1,0,0,20,5,4,11.5,Graduate
144.4,1,0,1,0,0,18,6,6,15.375,Graduate
100.0,0,0,1,0,0,24,8,7,12.614285714285714,Graduate
126.3,1,0,1,0,1,19,6,5,12.2,Graduate
115.9,0,0,1,0,0,19,6,4,11.75,Graduate
112.3,0,0,1,0,0,22,16,13,10.923076923076923,Graduate
127.0,0,0,1,0,0,20,6,5,12.4,Graduate
120.0,0,0,1,0,0,25,6,0,0.0,Dropout
180.0,0,0,1,0,0,21,6,6,15.833333333333334,Graduate
115.8,1,0,1,0,0,18,6,6,12.571428571428571,Graduate
136.5,1,0,1,0,0,18,5,3,12.0,Graduate
129.0,1,0,1,1,0,19,7,7,13.3625,Graduate
137.6,1,0,1,0,1,19,5,5,15.4,Graduate
129.5,1,1,0,0,0,18,6,5,12.2,Dropout
129.1,1,0,1,0,1,20,11,11,12.818181818181818,Graduate
130.2,1,0,1,0,0,19,7,0,0.0,Dropout
134.3,1,0,1,0,0,28,17,17,13.394736842105264,Graduate
138.4,1,0,1,0,1,20,6,6,14.25,Graduate
120.0,1,0,1,0,0,30,11,9,13.444444444444445,Dropout
123.5,1,0,1,0,1,19,7,7,12.285714285714286,Graduate
116.1,1,0,1,0,0,22,6,6,11.666666666666666,Graduate
110.8,1,0,1,0,0,18,6,6,12.166666666666666,Graduate
142.8,1,0,1,0,0,23,6,2,10.0,Dropout
155.5,1,0,1,0,0,18,6,6,14.0,Graduate
163.5,0,1,0,1,0,50,6,1,15.0,Dropout
161.9,1,0,1,0,1,19,0,0,0.0,Graduate
123.3,1,0,1,0,0,22,6,6,10.833333333333334,Graduate
137.5,0,1,1,0,1,23,6,6,13.142857142857142,Graduate
166.6,0,1,0,0,1,20,5,5,14.4,Dropout
103.5,0,0,0,0,0,44,6,0,0.0,Dropout
110.0,0,0,1,1,0,49,12,7,12.0,Graduate
128.2,0,0,1,1,0,46,10,9,12.2,Graduate
137.7,1,0,0,1,0,41,3,3,12.333333333333334,Dropout
128.8,1,0,1,1,0,18,7,7,11.8375,Graduate
170.0,0,0,1,1,0,43,5,5,11.8,Graduate
116.4,0,1,0,1,0,70,5,0,0.0,Dropout
100.9,0,0,1,1,0,48,6,0,0.0,Dropout
136.0,0,0,1,1,0,41,19,19,12.68421052631579,Graduate
100.0,0,1,0,1,0,35,7,3,11.25,Dropout
157.0,1,0,1,1,0,44,5,4,14.0,Graduate
152.1,1,1,1,1,0,18,5,4,13.333333333333334,Dropout
162.9,1,0,1,1,0,45,6,6,13.666666666666666,Graduate
140.0,1,0,1,1,0,22,6,5,12.6,Graduate
146.5,0,0,1,1,0,39,5,3,17.333333333333332,Dropout
128.0,0,0,1,1,0,49,5,3,14.0,Dropout
190.0,1,0,1,1,0,43,4,4,13.875,Dropout
133.2,1,0,1,1,0,32,5,0,0.0,Dropout
124.3,0,0,1,1,0,47,9,9,13.11111111111111,Graduate
138.1,0,0,1,1,1,37,5,5,13.0,Dropout
144.3,0,0,1,1,0,41,10,10,12.5,Graduate
140.0,0,0,1,1,0,60,18,18,14.11111111111111,Graduate
148.3,0,0,1,1,0,47,11,11,14.727272727272728,Graduate
96.0,0,1,0,1,0,50,6,0,0.0,Dropout
121.7,1,0,1,1,0,45,5,0,0.0,Dropout
160.0,0,1,0,1,0,45,5,0,0.0,Dropout
110.3,0,0,1,1,0,33,5,4,13.5,Graduate
129.0,0,0,1,1,0,18,8,7,13.105714285714283,Graduate
150.0,0,0,1,1,0,43,5,5,13.5,Graduate
100.0,0,0,1,1,0,44,13,13,11.846153846153848,Graduate
107.5,0,0,1,1,0,29,5,0,0.0,Dropout
170.0,0,1,0,1,0,53,6,3,14.333333333333334,Dropout
140.0,0,1,1,1,0,35,10,6,12.666666666666666,Dropout
170.0,1,0,1,1,0,22,0,0,0.0,Graduate
115.5,0,0,0,1,0,33,6,1,11.0,Dropout
130.0,0,0,0,1,0,41,5,0,0.0,Dropout
140.0,0,0,1,1,0,51,7,7,15.2,Graduate
126.6,0,0,1,1,0,19,6,6,14.428571428571429,Graduate
143.2,0,0,1,1,0,35,5,0,0.0,Dropout
131.4,1,0,1,1,0,20,0,0,0.0,Graduate
118.3,0,1,0,1,1,18,6,5,12.166666666666666,Dropout
140.0,0,0,1,1,0,21,6,5,12.142857142857142,Graduate
124.7,1,0,1,1,0,21,6,6,12.0,Graduate
140.0,0,0,1,1,0,34,5,3,11.666666666666666,Graduate
150.0,1,0,1,1,0,34,6,0,0.0,Dropout
115.6,1,0,1,1,0,21,6,6,11.875,Graduate
123.4,1,0,1,1,0,30,6,2,10.0,Dropout
117.1,1,0,1,1,0,20,7,6,13.833333333333334,Dropout
113.9,1,0,1,1,0,18,6,0,0.0,Dropout
128.7,0,0,1,1,0,19,6,6,14.428571428571429,Graduate
132.9,1,0,1,1,0,18,7,5,14.2,Dropout
123.0,0,0,1,1,0,27,5,4,11.5,Dropout
129.8,1,0,1,1,0,52,6,5,13.0,Graduate
156.1,1,0,0,1,0,29,6,0,0.0,Dropout
120.0,1,1,0,1,0,22,6,3,11.333333333333334,Dropout
117.2,1,0,1,1,0,28,18,18,12.5,Graduate
107.0,1,0,1,1,0,30,5,0,0.0,Dropout
128.4,1,0,1,0,0,18,7,7,13.471428571428572,Graduate
123.4,1,0,1,0,0,21,5,4,11.75,Graduate
126.7,1,1,1,0,1,20,6,6,13.333333333333334,Graduate
123.0,1,0,1,0,1,21,8,8,13.105,Graduate
137.2,0,1,0,0,0,32,5,0,0.0,Dropout
125.9,1,0,1,1,1,20,6,6,15.5,Graduate
138.0,1,1,0,1,0,19,0,0,0.0,Dropout
128.2,0,1,0,1,0,18,6,4,11.25,Dropout
126.5,1,0,0,1,0,23,15,12,11.0,Dropout
112.4,1,0,1,1,0,20,6,6,12.333333333333334,Graduate
109.0,1,0,1,0,0,46,9,8,11.375,Graduate
100.0,0,0,1,1,0,27,18,18,12.22222222222222,Graduate
120.0,1,0,1,1,0,41,9,9,12.0,Graduate
154.0,0,0,1,1,0,37,16,16,14.125,Graduate
100.0,0,0,1,0,0,26,9,9,12.333333333333334,Graduate
162.5,0,0,1,1,0,54,9,9,14.333333333333334,Graduate
134.1,1,0,1,1,0,21,6,6,15.166666666666666,Graduate
133.0,1,0,1,0,1,20,6,6,15.142857142857142,Graduate
119.0,1,0,1,0,0,18,6,0,0.0,Dropout
129.4,1,0,1,0,0,18,6,6,12.333333333333334,Graduate
140.0,1,1,1,0,0,22,6,6,12.0,Dropout
162.0,0,0,1,0,0,19,6,6,15.0,Graduate
131.6,1,0,1,0,0,21,12,8,13.875,Dropout
117.4,1,0,1,0,1,18,6,6,12.5,Graduate
137.8,1,0,1,0,1,18,6,6,15.0,Graduate
106.7,1,1,1,0,0,20,6,2,11.666666666666666,Dropout
156.9,0,0,1,0,1,18,7,7,14.668,Graduate
124.8,1,0,1,0,1,20,6,5,12.8,Graduate
115.1,1,0,1,0,0,19,6,6,10.833333333333334,Graduate
146.7,1,0,1,0,0,18,6,6,13.666666666666666,Graduate
132.8,0,0,1,0,0,18,8,7,14.537142857142856,Graduate
159.1,0,1,1,0,1,18,5,5,14.4,Dropout
137.6,1,0,1,0,1,20,0,0,0.0,Graduate
124.0,0,0,1,0,1,19,6,6,13.166666666666666,Graduate
149.0,0,0,0,1,0,36,6,2,11.5,Dropout
129.6,0,0,1,0,1,19,6,6,11.333333333333334,Graduate
110.0,1,0,1,0,0,18,6,6,12.0,Graduate
116.1,0,0,1,0,1,18,6,6,13.166666666666666,Graduate
133.3,1,0,1,0,1,18,6,6,14.833333333333334,Graduate
144.3,1,0,1,0,0,19,7,7,13.0,Graduate
133.6,1,0,1,0,0,18,7,7,13.087142857142856,Graduate
123.2,1,0,1,0,1,19,6,6,13.333333333333334,Graduate
110.0,1,1,0,0,0,18,6,0,0.0,Dropout
118.0,1,0,1,0,0,19,5,5,13.6,Graduate
128.4,1,0,1,0,0,18,6,6,15.5,Graduate
113.6,0,0,1,0,0,19,7,7,13.857142857142858,Graduate
146.9,1,0,1,0,1,18,6,6,13.0,Graduate
129.7,1,0,1,0,0,20,4,0,0.0,Dropout
109.1,1,1,0,0,1,22,6,0,0.0,Dropout
107.1,1,0,1,0,1,18,7,7,12.142857142857142,Graduate
129.2,0,0,1,0,1,18,7,7,14.145714285714286,Graduate
154.1,0,0,1,0,0,18,7,7,14.45,Graduate
147.2,0,0,1,0,0,18,7,7,15.714285714285714,Graduate
120.8,1,0,1,0,0,18,6,6,14.5,Graduate
121.3,1,0,1,0,0,25,6,6,12.833333333333334,Graduate
127.0,1,0,1,0,1,18,5,5,12.0,Graduate
151.6,1,0,1,0,0,19,0,0,0.0,Graduate
106.0,1,0,1,0,1,20,6,6,12.571428571428571,Graduate
111.6,1,0,1,0,1,21,6,6,12.5,Graduate
117.3,1,0,1,0,0,18,6,6,14.0,Graduate
121.4,1,0,1,0,0,18,7,7,11.571428571428571,Dropout
126.1,1,0,1,0,1,18,6,6,15.833333333333334,Graduate
137.0,1,0,1,0,0,18,8,8,14.25,Graduate
120.8,0,0,1,0,0,19,6,0,0.0,Dropout
128.7,1,0,1,0,0,20,6,6,11.666666666666666,Dropout
118.0,0,0,1,0,0,47,6,0,0.0,Dropout
160.0,0,0,1,1,0,31,6,2,12.0,Dropout
150.0,1,0,1,1,0,46,5,0,0.0,Dropout
125.4,1,0,1,1,0,19,5,3,13.333333333333334,Dropout
150.0,0,0,0,1,0,22,5,0,0.0,Dropout
114.5,1,0,1,1,0,19,5,5,13.8,Graduate
107.0,0,1,0,0,0,19,5,0,0.0,Dropout
120.0,0,1,0,1,0,29,5,0,0.0,Dropout
134.8,1,0,1,0,0,18,7,6,14.016666666666666,Graduate
133.6,1,0,1,0,0,18,6,5,11.4,Graduate
129.0,1,1,0,0,1,23,0,0,0.0,Dropout
128.4,0,0,1,0,0,34,5,5,10.4,Graduate
122.2,0,0,1,0,0,19,5,3,10.666666666666666,Graduate
129.9,0,0,1,0,1,20,7,7,13.914285714285713,Graduate
126.2,1,0,1,0,0,19,7,7,13.761111111111113,Graduate
149.0,1,0,1,0,1,23,6,6,13.857142857142858,Graduate
120.0,0,0,1,1,1,34,8,7,13.842857142857143,Graduate
128.1,1,0,1,1,0,21,6,5,11.8,Dropout
141.7,1,0,1,1,0,22,6,6,12.666666666666666,Dropout
130.0,0,0,1,1,0,28,6,0,0.0,Dropout
113.3,1,0,1,1,0,23,5,0,0.0,Dropout
105.9,0,0,1,1,0,20,6,4,10.75,Dropout
122.7,1,0,1,1,0,18,5,5,12.6,Dropout
120.0,1,1,0,1,0,28,5,0,0.0,Dropout
119.8,0,0,1,1,0,21,7,2,12.0,Dropout
122.9,0,1,0,1,0,25,6,3,14.0,Dropout
160.0,1,0,0,1,0,19,6,6,14.0,Dropout
125.2,1,0,1,1,1,18,7,7,14.682857142857143,Graduate
143.4,0,0,1,1,0,29,3,0,0.0,Dropout
96.7,0,0,1,1,1,29,5,0,0.0,Dropout
126.9,0,0,1,1,0,20,6,6,13.857142857142858,Graduate
143.1,0,0,1,1,0,18,0,0,0.0,Graduate
114.5,0,0,1,1,0,20,6,6,13.142857142857142,Graduate
140.0,1,0,1,1,0,33,5,1,18.0,Dropout
113.7,0,0,1,1,0,30,15,13,11.461538461538462,Graduate
143.5,0,1,1,1,0,18,6,5,15.0,Graduate
126.8,0,0,1,1,1,19,7,7,14.244444444444444,Graduate
115.2,0,0,1,1,1,21,6,4,11.5,Dropout
100.0,0,0,1,1,1,25,7,2,10.0,Dropout
121.4,0,0,1,1,0,19,5,3,12.333333333333334,Graduate
120.0,1,0,1,1,0,23,7,5,12.2,Dropout
129.9,1,0,1,1,1,19,6,6,13.666666666666666,Graduate
151.1,1,0,1,1,0,19,0,0,0.0,Graduate
120.0,0,1,0,1,0,31,6,1,11.0,Dropout
130.0,0,1,0,1,0,32,6,3,13.0,Dropout
119.0,1,0,1,0,1,19,8,7,12.599999999999998,Graduate
122.0,1,0,1,0,0,34,10,10,12.2,Graduate
129.7,1,0,1,0,0,21,6,6,13.166666666666666,Graduate
112.5,1,0,1,0,1,53,7,6,11.0,Graduate
136.0,0,0,1,0,1,19,7,7,14.014285714285714,Graduate
133.1,0,0,1,0,1,20,6,4,13.0,Graduate
151.3,1,0,1,0,0,18,6,6,14.0,Graduate
133.3,0,0,0,0,0,32,0,0,0.0,Dropout
130.8,1,0,1,0,1,21,8,7,14.428571428571429,Graduate
140.0,0,0,0,0,0,26,5,0,0.0,Dropout
150.0,1,0,1,0,0,26,18,18,11.833333333333334,Graduate
130.0,0,0,0,0,0,21,5,3,11.333333333333334,Dropout
125.3,0,0,1,0,0,18,6,6,12.5,Graduate
124.0,1,0,1,0,1,21,12,12,13.333333333333334,Graduate
124.4,0,0,1,0,1,19,6,6,13.0,Graduate
107.7,0,0,1,0,0,19,5,2,10.0,Dropout
110.0,0,0,1,0,1,19,6,6,11.428571428571429,Graduate
130.0,1,0,1,0,0,27,8,8,12.8875,Graduate
138.8,1,0,1,0,1,18,7,6,12.95,Graduate
126.3,1,0,1,0,0,20,5,1,10.0,Dropout
114.5,1,0,1,0,1,19,7,7,13.094285714285714,Graduate
116.5,1,0,1,0,0,20,6,0,0.0,Dropout
128.6,1,0,1,0,1,19,6,5,11.714285714285714,Graduate
134.6,0,0,1,0,0,20,0,0,0.0,Dropout
146.8,0,0,1,0,0,18,6,6,13.166666666666666,Graduate
135.7,1,0,1,0,0,20,5,4,12.75,Graduate
120.0,0,0,0,0,0,38,5,5,10.6,Dropout
138.0,0,0,1,0,0,42,6,5,11.2,Graduate
135.5,0,0,1,0,0,32,7,0,0.0,Dropout
120.0,1,0,1,0,0,22,6,6,13.0,Graduate
111.7,1,0,1,0,0,28,5,0,0.0,Dropout
100.0,1,0,1,0,0,37,6,0,0.0,Dropout
160.0,0,0,1,0,0,43,6,6,14.166666666666666,Graduate
114.8,0,0,1,0,1,41,6,5,12.833333333333334,Graduate
131.0,0,0,1,0,1,29,6,4,11.75,Graduate
97.0,0,0,1,0,1,35,6,6,10.833333333333334,Graduate
131.7,1,0,1,0,0,18,6,4,11.75,Dropout
120.0,0,0,0,0,1,39,7,3,11.5,Dropout
133.0,1,0,1,0,1,26,7,6,13.7,Graduate
140.0,1,0,1,0,0,32,5,1,14.0,Dropout
137.0,1,0,1,0,0,19,6,0,0.0,Dropout
108.0,0,0,1,0,1,19,7,6,13.0,Graduate
110.0,0,0,1,0,0,32,11,8,13.6,Graduate
127.7,1,0,1,0,0,31,5,3,11.0,Dropout
140.1,1,0,1,0,0,20,12,12,13.25,Graduate
114.8,0,0,1,0,0,28,7,1,10.75,Dropout
110.0,0,0,0,0,0,31,6,5,11.4,Dropout
105.5,1,0,1,0,0,19,6,6,13.0,Graduate
127.3,1,0,1,0,1,19,6,6,14.0,Graduate
130.0,0,0,1,0,0,34,6,0,0.0,Dropout
122.7,1,0,1,0,1,18,7,7,15.285714285714286,Graduate
113.9,1,0,1,0,0,18,6,6,13.166666666666666,Graduate
151.1,0,1,1,1,0,19,5,5,13.6,Graduate
125.8,1,0,0,1,1,22,4,0,0.0,Dropout
128.2,0,0,1,1,0,32,10,10,11.4,Graduate
135.1,0,0,1,1,0,61,5,0,0.0,Dropout
120.2,1,0,1,1,0,30,5,5,11.0,Graduate
132.8,0,1,0,1,0,45,5,0,0.0,Dropout
140.0,0,0,1,1,0,20,6,6,13.571428571428571,Graduate
129.3,0,0,1,0,0,19,7,0,0.0,Dropout
108.2,1,0,1,1,0,26,10,4,11.25,Dropout
125.4,1,0,1,1,0,19,5,3,13.333333333333334,Dropout
140.2,0,0,1,1,1,19,6,6,12.0,Graduate
116.1,1,0,1,1,0,19,6,6,12.5,Graduate
137.8,1,0,1,1,1,19,5,5,13.2,Graduate
128.4,1,0,0,1,0,19,5,0,0.0,Dropout
106.0,1,0,0,1,0,28,5,3,11.666666666666666,Dropout
130.2,0,0,1,1,0,24,15,15,13.466666666666669,Graduate
126.0,0,0,1,1,0,18,5,3,13.666666666666666,Graduate
113.0,1,0,1,1,1,18,6,6,11.666666666666666,Graduate
120.0,0,0,1,1,0,21,6,5,13.4,Graduate
130.9,0,0,0,1,0,28,5,0,0.0,Dropout
120.0,0,0,1,1,0,58,6,0,0.0,Dropout
134.1,1,0,0,1,0,49,5,0,0.0,Dropout
114.8,0,0,1,1,0,25,5,4,13.75,Graduate
123.0,1,0,1,1,0,33,5,1,10.0,Dropout
118.0,0,0,0,1,0,33,5,0,0.0,Dropout
100.0,0,0,1,1,0,40,2,1,16.0,Graduate
151.1,0,0,1,1,0,48,5,5,12.285714285714286,Graduate
106.0,1,0,1,1,0,24,7,6,12.666666666666666,Graduate
127.1,0,0,1,1,1,23,5,5,11.8,Graduate
155.5,1,1,0,1,0,39,5,5,10.6,Dropout
101.0,0,0,1,1,0,21,11,9,11.9,Graduate
128.2,1,0,1,1,0,34,6,4,11.25,Dropout
122.8,0,0,1,1,0,18,6,6,12.0,Graduate
116.5,0,0,1,1,0,19,5,2,10.0,Dropout
142.0,0,0,1,1,0,19,8,7,13.714285714285714,Graduate
150.0,0,0,1,1,0,28,6,6,14.875,Graduate
133.3,1,0,1,1,0,18,6,5,10.8,Dropout
115.8,1,0,1,1,0,19,6,3,12.0,Dropout
100.0,1,1,0,1,0,19,6,5,12.5,Dropout
128.6,1,0,1,0,0,18,7,7,14.728571428571428,Graduate
137.1,1,0,1,0,0,18,6,6,12.0,Graduate
149.0,1,0,1,0,0,18,6,6,11.428571428571429,Dropout
147.0,1,0,1,0,0,19,6,6,14.166666666666666,Graduate
150.0,0,0,1,0,0,31,6,5,12.5,Graduate
103.5,0,0,1,0,1,33,6,6,14.166666666666666,Graduate
109.4,1,0,1,0,0,19,6,6,12.666666666666666,Graduate
143.6,1,0,1,0,0,18,6,6,12.5,Dropout
124.3,0,0,1,0,0,18,6,0,0.0,Dropout
119.5,1,0,0,0,0,18,6,0,0.0,Dropout
175.6,1,0,1,0,0,18,0,0,0.0,Graduate
116.1,1,0,1,0,1,19,5,5,11.2,Graduate
126.6,1,0,1,0,0,18,6,6,16.5,Dropout
130.8,1,0,1,0,0,18,5,3,13.666666666666666,Graduate
133.5,1,0,1,0,1,18,8,7,15.228571428571428,Graduate
136.9,1,0,1,0,0,21,9,9,12.77777777777778,Graduate
142.3,0,0,1,0,1,18,8,7,14.428571428571429,Graduate
114.3,1,0,1,0,0,18,6,6,13.875,Graduate
122.9,1,0,1,0,0,18,7,7,13.128,Graduate
117.2,1,0,1,0,0,20,7,6,11.605,Graduate
152.0,0,0,1,0,1,18,5,5,14.6,Graduate
122.2,1,0,1,0,0,18,6,0,0.0,Dropout
101.7,1,0,1,0,1,20,5,5,11.8,Graduate
119.9,1,0,1,0,0,20,6,6,12.333333333333334,Graduate
123.7,1,1,1,0,1,19,5,4,11.0,Dropout
121.8,0,0,1,0,1,19,11,11,13.181818181818182,Graduate
106.1,1,1,0,0,1,18,6,1,11.0,Dropout
124.3,1,1,1,0,1,19,6,6,11.833333333333334,Graduate
124.3,1,0,1,0,1,20,8,8,12.98125,Graduate
117.4,1,0,1,0,0,21,7,6,11.333333333333334,Graduate
112.7,0,0,1,0,0,21,8,6,11.68,Graduate
123.7,0,0,1,0,0,20,6,6,14.5,Graduate
105.8,1,0,1,0,0,19,7,7,13.142857142857142,Graduate
124.2,0,0,0,0,0,21,5,2,11.5,Dropout
122.3,0,0,1,0,0,18,5,5,14.2,Graduate
123.7,0,0,1,0,1,19,6,5,11.666666666666666,Graduate
129.8,1,0,1,0,0,18,7,7,13.175,Graduate
123.8,1,0,1,0,1,19,8,7,13.314285714285717,Graduate
126.4,1,0,1,0,1,18,5,3,10.6,Graduate
138.4,0,0,1,0,0,18,6,6,13.428571428571429,Graduate
118.2,1,0,1,0,1,18,5,4,13.25,Graduate
121.7,1,0,1,0,0,18,6,2,13.0,Dropout
119.8,0,0,1,0,0,18,6,0,0.0,Dropout
164.9,0,0,1,0,0,18,6,6,14.0,Graduate
100.0,1,0,1,0,1,20,2,2,12.0,Graduate
120.4,1,0,1,0,0,18,6,5,11.8,Graduate
117.8,0,0,1,0,1,20,8,7,12.791428571428572,Graduate
110.0,0,0,1,0,0,40,8,8,11.625,Graduate
128.8,1,0,1,0,1,18,7,6,11.994444444444444,Graduate
116.6,1,0,1,0,0,19,6,5,11.6,Graduate
120.0,0,0,1,0,0,24,5,0,0.0,Dropout
157.5,1,0,1,0,0,19,6,6,13.166666666666666,Dropout
136.3,1,0,1,0,0,19,8,7,14.1,Graduate
121.5,1,0,1,0,1,20,7,6,12.396666666666668,Graduate
133.9,0,0,1,0,0,18,7,7,15.014285714285714,Graduate
136.8,1,0,1,0,1,18,0,0,0.0,Graduate
133.5,1,0,1,0,0,19,7,7,14.05,Graduate
130.0,1,0,1,0,0,18,7,7,14.85,Dropout
140.0,1,0,1,0,0,19,6,6,13.0,Graduate
132.7,1,0,1,0,1,19,7,7,14.7875,Graduate
117.8,0,0,1,0,1,19,7,7,13.7,Graduate
126.1,1,0,1,0,1,19,7,7,12.495714285714286,Dropout
120.0,0,0,1,0,0,19,7,6,14.566666666666668,Graduate
100.0,1,1,0,0,0,25,5,5,11.2,Dropout
116.8,0,0,1,0,0,20,8,7,12.685714285714283,Graduate
128.3,0,1,0,0,0,23,9,7,13.571428571428571,Dropout
117.0,0,0,1,0,0,20,6,0,0.0,Dropout
131.5,0,0,1,0,0,27,6,5,11.0,Graduate
134.8,0,0,1,0,0,18,8,8,14.445,Graduate
130.0,1,1,0,0,0,23,12,11,14.0,Dropout
127.5,1,0,1,0,1,19,7,6,13.416666666666666,Graduate
123.0,0,0,1,0,0,18,5,5,12.333333333333334,Graduate
100.0,1,0,1,0,0,20,7,7,13.1,Graduate
114.2,1,0,1,0,0,18,6,4,13.2,Graduate
123.5,1,0,1,0,1,19,8,8,14.75,Graduate
144.3,1,0,1,0,1,19,6,6,13.142857142857142,Graduate
161.9,0,0,1,0,0,18,5,4,13.75,Graduate
135.9,0,0,1,0,0,18,6,5,12.4,Graduate
110.1,1,0,1,0,0,18,6,6,13.333333333333334,Graduate
122.5,0,0,0,0,0,28,11,11,11.727272727272728,Dropout
138.1,1,0,1,0,0,19,6,4,12.5,Dropout
117.3,1,1,1,0,0,20,0,0,0.0,Dropout
106.8,1,0,1,0,1,19,7,6,13.533333333333331,Graduate
120.1,0,0,1,0,1,20,6,6,13.166666666666666,Graduate
116.5,1,0,1,0,1,19,6,5,13.2,Graduate
139.7,1,0,1,0,1,19,7,7,13.428571428571429,Graduate
123.7,1,0,1,0,1,18,6,6,12.714285714285714,Graduate
116.5,0,0,1,0,0,19,6,0,0.0,Dropout
122.2,0,0,1,0,1,19,6,6,13.666666666666666,Graduate
146.0,0,1,1,0,0,20,6,5,11.0,Graduate
123.8,0,0,1,0,0,18,5,4,12.0,Graduate
