Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Previous qualification (grade),Admission grade,Target
2,39,2,9670,1,1,1,37,37,9,0,0,0,1,1,1,36,0,0,5,5,5,11.4,0,7,11.6,0,9.4,-0.8,-3.12,100.0,110.0,Graduate
1,8,2,3,0,1,1,22,14,10,0,0,0,1,0,0,20,0,0,6,8,5,12.0,0,8,11.0,0,10.8,1.4,1.74,,,Graduate
1,1,2,10,1,1,1,22,28,5,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,0.0,0,16.2,0.3,-0.92,,,Dropout
1,7,1,9853,1,3,1,34,34,0,1,0,0,0,0,0,24,0,0,6,12,0,0.0,0,10,0.0,0,9.4,-0.8,-3.12,140.0,140.0,Dropout
1,17,3,9119,1,1,1,3,3,3,1,1,0,1,1,0,19,0,0,5,10,3,13.333333333333334,0,9,10.75,0,8.9,1.4,3.51,138.0,125.4,Dropout
1,1,1,11,1,1,1,2,27,2,1,0,0,1,0,0,19,0,0,6,9,5,13.4,0,16,13.5,0,10.8,1.4,1.74,,,Enrolled
1,8,4,14,1,1,1,13,27,10,1,1,1,0,0,1,18,0,0,6,6,1,11.0,0,0,0.0,0,12.7,3.7,-1.7,,,Dropout
1,1,1,171,1,1,1,3,38,2,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0.0,0,13.9,-0.3,0.79,143.0,129.7,Graduate
1,8,2,5,1,1,1,22,27,10,1,0,0,1,0,0,18,0,0,6,6,6,12.333333333333334,0,6,13.0,0,7.6,2.6,0.32,,,Graduate
2,15,1,9773,1,1,41,37,37,9,0,0,0,1,0,0,59,1,0,6,8,6,12.166666666666666,0,7,11.75,0,11.1,0.6,2.02,133.1,100.0,Graduate
1,1,2,9,1,1,1,13,27,5,1,0,0,1,0,0,20,0,0,5,8,3,11.333333333333334,0,8,12.2,0,7.6,2.6,0.32,,,Graduate
1,1,5,9238,1,3,1,1,38,9,0,0,1,1,0,0,18,0,0,6,6,6,12.166666666666666,0,6,12.333333333333334,0,10.8,1.4,1.74,135.0,129.4,Graduate
1,12,1,5,1,1,1,22,27,8,0,0,0,1,1,0,55,0,0,6,6,6,14.5,0,6,13.5,0,11.1,0.6,2.02,,,Graduate
1,39,1,9254,1,1,1,37,37,9,0,0,0,1,1,0,54,0,0,6,9,6,13.714285714285714,0,13,14.333333333333334,0,16.2,0.3,-0.92,133.1,121.5,Dropout
1,17,3,9500,1,1,1,3,2,3,1,0,0,1,0,0,18,0,0,7,7,7,13.884285714285712,0,9,14.75,0,11.1,0.6,2.02,140.0,126.4,Dropout
4,39,1,8014,0,1,1,37,37,9,0,0,0,1,0,0,42,0,0,6,8,5,11.2,0,6,12.0,0,8.9,1.4,3.51,130.0,138.0,Graduate
1,1,4,9500,1,1,1,19,1,4,1,0,0,1,1,0,19,0,0,8,8,7,12.665714285714284,0,8,12.665714285714284,0,10.8,1.4,1.74,128.0,124.3,Graduate
1,17,6,9670,1,1,1,1,19,4,0,0,0,1,1,0,21,0,0,6,10,6,12.285714285714286,0,11,14.25,0,15.5,2.8,-4.06,110.0,111.3,Enrolled
1,12,1,4,1,1,1,13,1,10,1,0,0,0,1,0,27,0,0,6,6,0,0.0,0,8,0.0,0,15.5,2.8,-4.06,,,Dropout
1,1,4,11,1,1,1,1,14,10,1,0,0,1,0,0,20,0,0,6,8,5,11.0,0,9,11.4,0,13.9,-0.3,0.79,,,Graduate
1,1,1,8,1,1,1,1,1,5,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,6,13.25,1,10.8,1.4,1.74,,,Graduate
1,1,4,10,1,1,1,13,28,10,0,0,0,1,0,1,18,0,0,6,7,6,12.285714285714286,0,8,11.428571428571429,0,12.4,0.5,1.79,,,Graduate
1,8,1,15,1,1,1,1,23,4,0,0,0,0,1,0,20,0,0,6,10,0,0.0,0,10,0.0,0,10.8,1.4,1.74,,,Dropout
1,17,2,9670,1,1,1,3,3,4,1,0,0,1,1,0,21,0,0,6,10,6,11.875,0,8,12.0,0,11.1,0.6,2.02,110.0,115.6,Graduate
1,17,2,9147,1,1,1,38,38,4,1,0,0,1,1,1,22,0,0,5,7,3,12.333333333333334,0,9,10.571428571428571,0,10.8,1.4,1.74,133.1,109.0,Enrolled
1,1,1,9,1,1,1,7,16,5,0,0,0,1,0,0,20,0,0,5,13,2,10.0,1,10,0.0,0,9.4,-0.8,-3.12,,,Dropout
2,12,1,8,1,12,1,2,1,3,1,0,0,1,1,0,44,0,1,5,13,4,14.0,3,9,15.5,2,10.8,1.4,1.74,,,Graduate
1,39,1,8014,0,1,1,37,37,9,0,0,0,1,0,0,49,0,0,6,9,5,12.333333333333334,0,12,11.5,0,13.9,-0.3,0.79,120.0,106.8,Enrolled
1,39,2,9556,1,1,1,1,1,9,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,13,0.0,1,11.1,0.6,2.02,133.1,100.5,Dropout
1,51,1,8014,0,1,1,1,38,5,0,0,0,1,0,0,22,0,14,16,16,13,10.923076923076923,0,13,11.454545454545457,0,16.2,0.3,-0.92,121.0,112.3,Graduate
1,9,4,7,1,1,1,13,28,32,1,0,1,1,1,0,18,0,0,5,11,3,10.666666666666666,0,9,11.333333333333334,0,8.9,1.4,3.51,,,Enrolled
1,8,3,10,1,1,1,13,14,8,0,0,0,1,0,0,19,0,0,6,10,5,11.666666666666666,0,12,11.0,0,13.9,-0.3,0.79,,,Graduate
1,12,1,17,0,1,1,22,27,8,0,0,0,1,0,0,30,0,0,5,7,5,11.4,0,6,13.666666666666666,0,10.8,1.4,1.74,,,Dropout
1,8,1,6,1,1,1,13,27,3,0,0,0,1,0,0,19,0,0,5,8,1,11.0,0,6,11.2,0,7.6,2.6,0.32,,,Enrolled
1,1,1,2,1,1,1,22,27,10,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0.0,0,7.6,2.6,0.32,,,Graduate
1,17,1,9773,1,1,1,1,1,4,1,0,1,1,0,0,18,0,0,6,6,6,11.666666666666666,0,6,12.333333333333334,0,16.2,0.3,-0.92,122.0,116.8,Graduate
1,17,1,9147,1,1,1,38,38,9,0,0,0,1,1,0,18,0,0,5,13,1,10.0,0,5,10.0,0,12.7,3.7,-1.7,120.0,118.3,Dropout
1,8,1,12,1,1,1,1,1,10,1,0,0,1,0,1,18,0,0,7,10,5,13.46,0,8,12.2375,0,11.1,0.6,2.02,,,Dropout
1,1,3,7,1,1,1,3,1,4,1,0,0,1,1,0,18,0,0,5,9,4,12.0,0,10,11.0,0,8.9,1.4,3.51,,,Enrolled
1,15,1,8,1,14,1,3,1,5,1,0,0,0,0,0,21,0,1,6,12,5,13.285714285714286,0,10,12.0,0,16.2,0.3,-0.92,,,Dropout
1,39,1,8014,0,1,1,38,38,9,0,0,0,1,0,1,31,0,0,6,6,6,14.0,0,6,12.333333333333334,0,10.8,1.4,1.74,120.0,148.5,Graduate
1,1,6,9500,1,1,1,37,19,9,1,0,0,1,0,0,19,0,0,8,10,6,13.78,1,10,13.78,1,9.4,-0.8,-3.12,129.0,127.8,Dropout
1,39,1,9254,1,1,1,19,19,4,0,0,1,0,0,1,28,0,0,6,6,6,10.833333333333334,0,7,11.0,0,13.9,-0.3,0.79,133.1,123.0,Dropout
1,1,1,9254,1,1,1,19,19,7,1,0,0,1,0,1,20,0,0,6,6,6,14.5,0,7,15.0,0,12.4,0.5,1.79,128.0,120.0,Enrolled
1,18,1,9991,0,1,1,43,40,2,0,0,0,1,1,0,22,0,0,5,0,0,0.0,0,0,0.0,0,8.9,1.4,3.51,112.0,106.4,Dropout
1,1,1,171,1,1,1,1,19,3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,135.0,137.1,Graduate
1,1,3,9500,1,1,1,38,19,7,1,0,0,1,1,1,20,0,0,8,8,7,13.024285714285714,0,8,13.024285714285714,0,10.8,1.4,1.74,133.1,115.5,Graduate
1,43,1,9500,1,1,1,29,38,90,1,0,0,1,0,1,22,0,18,23,23,20,14.575,3,23,14.575,3,7.6,2.6,0.32,148.0,131.0,Graduate
1,17,2,9556,1,1,1,19,38,4,1,0,0,1,0,1,19,0,0,7,7,7,11.971428571428572,0,8,14.4375,0,15.5,2.8,-4.06,122.0,118.3,Graduate
1,18,2,9500,1,1,1,19,1,5,1,0,0,1,0,1,19,0,0,7,8,6,12.648333333333332,0,9,12.205555555555556,0,11.1,0.6,2.02,135.0,128.9,Graduate
1,17,1,9238,1,1,1,1,1,4,0,0,0,1,0,0,19,0,4,8,8,8,13.875,0,8,14.0,0,11.1,0.6,2.02,131.0,129.3,Graduate
1,39,1,9500,1,1,1,37,37,9,0,0,0,1,0,0,32,0,0,7,0,0,0.0,0,0,0.0,0,13.9,-0.3,0.79,140.0,135.5,Dropout
1,17,2,9254,1,1,1,1,19,4,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,143.0,135.0,Dropout
1,1,3,9773,1,1,1,19,19,9,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,7,12.833333333333334,0,12.7,3.7,-1.7,130.0,123.0,Graduate
2,39,1,9130,1,1,1,37,37,9,0,0,0,1,1,0,31,0,1,6,11,2,12.0,1,12,10.0,1,16.2,0.3,-0.92,130.0,160.0,Dropout
1,1,1,9070,1,1,1,1,19,4,0,1,0,1,0,1,20,0,0,6,6,6,13.166666666666666,0,6,12.666666666666666,0,11.1,0.6,2.02,126.0,120.1,Graduate
1,53,1,9003,1,1,1,19,1,9,0,0,1,1,1,0,21,0,7,12,20,10,11.8,0,15,11.444444444444445,0,8.9,1.4,3.51,130.0,130.0,Enrolled
1,15,1,4,1,14,1,1,28,5,0,0,0,1,1,1,20,0,0,6,18,3,12.0,0,17,11.666666666666666,0,15.5,2.8,-4.06,,,Enrolled
1,1,2,10,1,1,1,13,28,10,1,0,0,1,0,1,19,0,0,6,8,6,12.714285714285714,0,12,11.0,0,13.9,-0.3,0.79,,,Dropout
1,1,4,9670,1,1,1,1,38,4,1,0,0,1,0,1,19,0,0,6,8,6,13.375,0,7,12.285714285714286,0,11.1,0.6,2.02,125.0,114.9,Graduate
1,17,1,6,1,16,1,23,28,10,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,14,13.4,0,8.9,1.4,3.51,,,Dropout
1,17,1,9670,1,1,1,1,37,4,0,0,0,1,1,0,21,0,0,6,8,6,14.75,0,9,14.333333333333334,0,11.1,0.6,2.02,133.1,150.0,Graduate
1,17,1,9119,1,1,1,19,37,90,1,0,0,1,1,0,21,0,0,5,10,1,10.0,0,8,13.666666666666666,3,7.6,2.6,0.32,116.0,116.7,Dropout
1,1,1,9119,1,1,1,3,1,4,0,0,0,1,1,0,18,0,0,5,10,2,14.0,0,7,11.0,1,7.6,2.6,0.32,131.0,135.9,Enrolled
1,1,3,9500,1,1,1,19,19,5,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,9,13.742857142857144,0,13.9,-0.3,0.79,138.0,124.9,Dropout
1,1,3,9773,1,1,1,38,1,9,1,0,0,1,1,0,19,0,0,6,6,6,12.5,0,7,13.0,0,12.4,0.5,1.79,115.0,116.1,Graduate
1,1,6,12,1,1,1,4,14,3,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,0,0.0,0,16.2,0.3,-0.92,,,Dropout
2,15,1,17,0,14,1,22,27,10,0,0,0,1,0,0,41,0,2,6,10,4,12.25,0,9,12.5,0,9.4,-0.8,-3.12,,,Enrolled
1,8,1,5,1,1,1,1,1,2,0,0,0,1,0,1,22,0,0,6,7,6,12.166666666666666,0,9,12.0,0,9.4,-0.8,-3.12,,,Graduate
4,39,1,9773,1,19,1,37,37,9,0,0,0,1,0,0,39,0,0,6,10,4,11.25,0,6,11.333333333333334,0,10.8,1.4,1.74,133.1,117.5,Graduate
2,7,1,8014,0,3,1,19,38,3,0,0,0,1,0,0,32,0,8,14,18,13,12.846153846153848,0,19,12.8,0,10.8,1.4,1.74,130.0,130.0,Graduate
1,44,1,9085,1,39,1,37,19,9,1,0,0,1,0,0,22,0,1,6,13,6,15.0,0,7,13.142857142857142,0,16.2,0.3,-0.92,160.0,160.0,Graduate
1,17,1,9147,1,1,1,37,1,9,1,0,1,1,0,1,19,0,0,5,5,4,11.0,0,5,0.0,0,11.1,0.6,2.02,138.0,123.7,Dropout
1,12,1,6,1,1,1,3,3,5,1,0,0,1,0,0,26,0,0,6,11,3,11.75,0,19,12.8,0,12.4,0.5,1.79,,,Enrolled
2,12,1,17,0,12,1,13,29,6,0,0,1,0,0,0,31,0,0,5,7,0,0.0,0,7,0.0,0,16.2,0.3,-0.92,,,Dropout
1,1,1,6,1,1,1,22,27,10,0,0,1,1,0,0,21,0,0,5,9,2,11.5,0,13,11.0,1,10.8,1.4,1.74,,,Enrolled
1,8,2,12,1,1,1,13,27,10,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,10,14.65,0,12.4,0.5,1.79,,,Graduate
1,1,1,9500,1,1,1,38,38,5,0,0,0,1,1,0,20,0,0,7,14,5,12.87857142857143,0,15,11.85625,0,15.5,2.8,-4.06,133.1,101.0,Graduate
1,1,1,9070,1,1,1,19,1,5,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,8,13.25,0,10.8,1.4,1.74,182.0,156.8,Graduate
1,14,4,3,0,1,1,19,24,1,0,0,0,1,1,0,21,0,9,11,11,11,12.454545454545457,0,17,12.75,0,9.4,-0.8,-3.12,,,Graduate
1,8,1,6,1,1,1,13,14,2,1,0,0,1,1,0,18,0,0,6,10,6,14.7,0,10,12.0,0,16.2,0.3,-0.92,,,Graduate
2,12,1,3,0,12,1,19,24,1,0,0,0,1,0,0,46,0,0,6,9,6,13.333333333333334,0,6,11.833333333333334,0,7.6,2.6,0.32,,,Graduate
1,44,1,9991,0,39,1,37,37,9,0,0,0,1,0,0,26,0,0,5,5,5,12.0,0,7,11.4,0,12.7,3.7,-1.7,160.0,160.0,Graduate
1,1,2,9773,1,1,1,37,37,5,1,1,0,1,0,1,20,0,0,6,6,6,14.666666666666666,0,7,14.571428571428571,0,8.9,1.4,3.51,135.0,126.3,Graduate
1,12,1,14,1,1,1,22,27,12,0,0,1,0,1,0,44,0,0,6,9,1,14.0,0,6,0.0,0,12.7,3.7,-1.7,,,Dropout
1,39,1,9991,0,1,1,1,1,4,0,0,0,1,1,0,24,0,0,5,5,4,12.0,0,6,12.666666666666666,0,12.4,0.5,1.79,130.0,115.2,Enrolled
1,43,1,9670,1,1,1,1,38,4,0,0,1,0,0,0,19,0,0,6,13,3,10.666666666666666,0,6,12.25,0,15.5,2.8,-4.06,134.0,120.7,Dropout
1,39,1,9119,1,40,1,1,1,5,0,0,0,1,1,0,25,0,2,5,6,5,14.2,0,5,13.5,0,16.2,0.3,-0.92,120.0,146.8,Enrolled
2,14,1,3,0,1,1,19,24,1,0,0,0,1,0,1,35,0,11,16,16,16,12.6875,0,13,12.0,0,9.4,-0.8,-3.12,,,Graduate
1,1,1,14,1,1,1,22,27,6,0,0,0,0,1,0,21,0,0,6,9,4,13.25,0,6,11.0,0,12.7,3.7,-1.7,,,Dropout
1,1,4,9500,1,1,1,19,19,9,1,0,0,1,0,1,19,0,0,7,9,6,12.428571428571429,0,8,14.0,0,13.9,-0.3,0.79,133.0,120.1,Graduate
1,8,5,9,1,1,1,1,28,5,1,0,0,1,0,1,19,0,0,5,12,2,10.0,0,11,11.75,0,11.1,0.6,2.02,,,Enrolled
1,17,1,9254,1,1,1,1,1,4,0,0,0,1,1,0,19,0,0,6,7,5,10.8,0,10,10.5,0,10.8,1.4,1.74,119.0,125.0,Enrolled
2,12,1,5,1,12,1,22,27,10,0,0,0,0,1,0,38,0,0,6,6,0,0.0,0,8,0.0,0,10.8,1.4,1.74,,,Dropout
1,1,6,9500,1,1,41,1,1,9,1,0,0,1,0,0,21,1,0,7,11,4,13.25,0,9,13.82,0,11.1,0.6,2.02,120.0,114.8,Enrolled
1,1,2,9773,1,1,1,19,19,9,1,0,0,1,1,1,18,0,0,6,6,6,14.0,0,6,14.166666666666666,0,9.4,-0.8,-3.12,130.0,126.9,Graduate
1,1,1,9238,1,1,1,3,38,1,1,0,0,1,0,0,22,0,0,6,11,4,12.5,1,13,13.666666666666666,0,9.4,-0.8,-3.12,157.0,136.7,Enrolled
1,1,1,12,1,1,1,3,1,10,0,0,0,1,0,0,19,0,0,8,8,7,14.514285714285714,0,8,14.514285714285714,0,12.7,3.7,-1.7,,,Enrolled
1,8,4,11,1,1,1,23,27,6,1,0,0,1,1,0,18,0,0,6,12,3,11.666666666666666,0,12,12.0,0,12.4,0.5,1.79,,,Dropout
1,1,3,9500,1,1,1,1,1,4,1,0,0,1,1,0,18,0,0,8,8,7,13.1,0,8,13.1,0,12.7,3.7,-1.7,149.0,129.3,Graduate
1,43,1,171,1,2,1,37,37,9,1,0,0,1,0,0,34,0,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,140.0,140.0,Dropout
1,1,1,8014,0,1,1,38,38,0,0,0,0,1,0,0,21,0,0,6,8,5,12.8,0,10,11.857142857142858,0,7.6,2.6,0.32,128.0,122.1,Graduate
1,44,1,9070,1,39,1,1,38,5,1,1,0,1,1,1,21,0,2,7,7,4,11.5,0,10,12.142857142857142,0,12.4,0.5,1.79,120.0,116.3,Graduate
1,1,1,9853,1,1,1,1,19,3,1,0,0,1,0,0,20,0,0,7,7,7,13.857142857142858,0,7,13.285714285714286,0,11.1,0.6,2.02,132.0,122.9,Graduate
1,1,1,9670,1,1,1,19,19,7,0,0,0,1,0,0,19,0,0,6,7,6,14.714285714285714,0,6,15.833333333333334,0,12.4,0.5,1.79,130.0,121.6,Graduate
1,8,1,10,1,1,1,4,3,2,0,0,0,1,0,0,18,0,0,6,9,5,11.571428571428571,0,8,12.142857142857142,0,16.2,0.3,-0.92,,,Graduate
1,1,3,12,1,1,1,13,1,10,1,0,0,1,0,1,18,0,0,8,8,7,12.214285714285714,0,8,12.214285714285714,0,12.7,3.7,-1.7,,,Graduate
1,14,1,17,0,1,1,22,14,4,0,0,0,1,1,1,42,0,0,5,14,1,10.0,0,14,11.0,0,13.9,-0.3,0.79,,,Dropout
1,16,1,9085,1,1,1,1,1,9,1,0,0,1,0,0,18,0,0,5,8,4,13.25,1,10,10.5,0,12.7,3.7,-1.7,140.0,127.1,Graduate
1,39,1,9500,1,1,1,37,37,9,1,0,0,1,0,1,26,0,0,7,7,6,13.7,0,7,13.7,0,7.6,2.6,0.32,130.0,133.0,Graduate
1,12,1,12,1,3,1,3,27,3,0,0,0,1,0,0,28,0,0,7,9,7,17.005555555555556,0,9,16.582222222222224,0,15.5,2.8,-4.06,,,Graduate
1,1,2,9500,1,1,1,37,1,9,1,0,0,1,0,1,18,0,0,7,7,6,12.95,0,7,12.95,0,7.6,2.6,0.32,145.0,138.8,Graduate
1,1,1,9085,1,1,1,38,38,9,1,0,0,1,0,0,20,0,0,5,6,5,14.8,1,6,14.0,0,12.7,3.7,-1.7,145.0,139.8,Graduate
1,1,6,10,1,1,1,1,28,32,1,0,1,1,0,1,20,0,0,6,8,5,11.6,0,8,11.75,0,8.9,1.4,3.51,,,Graduate
1,1,2,9238,1,1,1,19,37,9,1,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,6,16.0,0,10.8,1.4,1.74,140.0,140.7,Graduate
1,39,1,9670,1,1,1,1,19,4,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,7,11.6,0,9.4,-0.8,-3.12,120.0,100.0,Graduate
1,14,1,9,1,1,1,13,1,10,0,0,0,1,1,0,22,0,5,9,9,5,11.2,0,14,11.25,2,12.7,3.7,-1.7,,,Dropout
1,1,1,15,1,1,1,13,14,10,1,0,0,1,0,0,18,0,0,6,6,5,12.6,0,8,12.0,0,11.1,0.6,2.02,,,Graduate
1,1,1,6,1,1,1,23,14,10,1,0,0,1,0,1,19,0,0,5,7,5,12.5,0,8,12.714285714285714,0,10.8,1.4,1.74,,,Graduate
1,44,1,9130,1,39,1,38,37,4,1,0,0,1,0,1,20,0,0,6,11,4,12.0,0,9,10.75,0,16.2,0.3,-0.92,130.0,130.0,Enrolled
1,4,1,10,1,3,1,1,1,5,0,0,1,0,0,0,27,0,0,6,8,0,0.0,0,6,0.0,0,16.2,0.3,-0.92,,,Dropout
1,8,1,5,1,1,1,4,27,3,0,0,0,1,0,0,18,0,0,6,8,6,12.5,0,6,12.333333333333334,0,15.5,2.8,-4.06,,,Enrolled
1,16,1,5,1,1,1,27,3,16,1,0,0,1,1,0,20,0,2,6,7,6,12.833333333333334,0,9,13.4,0,8.9,1.4,3.51,,,Graduate
1,8,3,9,1,1,1,23,14,8,0,0,0,1,0,0,20,0,0,5,7,5,11.166666666666666,0,9,10.75,0,15.5,2.8,-4.06,,,Enrolled
1,1,2,9085,1,1,1,1,1,193,0,0,0,1,0,0,19,0,0,6,8,6,14.0,0,18,12.666666666666666,0,12.4,0.5,1.79,122.0,126.2,Graduate
1,8,1,14,1,1,1,1,14,9,1,0,0,1,0,0,19,0,0,6,6,6,14.833333333333334,0,8,13.285714285714286,0,8.9,1.4,3.51,,,Enrolled
1,1,1,9238,1,1,1,38,37,9,0,0,0,1,0,1,22,0,0,6,6,5,12.6,0,6,13.0,0,10.8,1.4,1.74,154.0,140.4,Graduate
1,12,1,12,1,1,1,23,27,6,1,0,0,1,0,1,25,0,0,8,11,7,13.29,3,11,13.29,3,9.4,-0.8,-3.12,,,Enrolled
1,12,1,12,1,3,1,2,2,2,0,0,0,1,0,0,29,0,1,8,8,7,14.257142857142856,0,8,14.257142857142856,0,12.7,3.7,-1.7,,,Graduate
1,5,1,15,1,1,9,23,27,6,1,0,0,1,0,0,22,1,0,6,8,6,11.666666666666666,0,6,13.0,0,12.7,3.7,-1.7,,,Graduate
1,8,1,12,1,1,1,23,27,6,1,0,0,1,0,1,18,0,0,8,8,7,14.962857142857144,0,8,14.962857142857144,0,10.8,1.4,1.74,,,Graduate
2,39,2,9254,1,19,1,19,19,9,0,0,0,1,1,0,39,0,0,6,6,6,13.5,0,6,13.333333333333334,0,12.4,0.5,1.79,133.1,123.5,Graduate
1,1,1,9238,1,1,1,19,38,7,0,0,0,1,1,0,20,0,0,6,12,4,11.75,0,13,11.333333333333334,0,15.5,2.8,-4.06,125.0,118.7,Enrolled
1,17,2,9500,1,1,1,19,19,9,1,0,0,1,0,0,18,0,0,7,8,7,13.175,0,8,14.875,0,13.9,-0.3,0.79,135.0,129.8,Graduate
1,1,2,15,1,1,1,1,1,4,1,0,0,1,0,0,18,0,0,6,6,6,14.833333333333334,0,6,15.333333333333334,0,12.7,3.7,-1.7,,,Graduate
1,17,3,9147,1,1,1,37,37,5,0,0,0,1,1,0,18,0,0,5,10,0,0.0,1,13,0.0,0,9.4,-0.8,-3.12,127.0,116.2,Dropout
1,17,1,9773,1,1,1,1,38,5,0,0,0,0,0,0,20,0,0,6,7,4,13.0,0,7,13.8,0,12.4,0.5,1.79,120.0,121.4,Dropout
1,12,2,13,1,1,1,22,14,10,0,0,0,1,1,1,24,0,0,7,13,6,10.857142857142858,0,7,11.857142857142858,0,12.7,3.7,-1.7,,,Enrolled
1,1,1,9,1,1,1,23,28,3,0,0,0,1,0,0,19,0,0,5,14,1,11.0,0,6,0.0,0,13.9,-0.3,0.79,,,Dropout
1,7,3,9130,1,3,1,19,37,90,0,0,1,0,0,0,27,0,1,5,6,2,11.5,0,5,11.0,0,12.7,3.7,-1.7,130.0,130.0,Dropout
1,39,1,9003,1,1,1,19,37,9,1,0,0,1,1,0,31,0,0,6,8,0,0.0,0,10,0.0,0,16.2,0.3,-0.92,133.1,110.0,Dropout
1,8,2,9,1,1,1,13,1,10,1,0,1,1,0,0,20,0,0,5,10,2,11.5,0,8,10.0,0,11.1,0.6,2.02,,,Enrolled
1,42,1,9991,0,1,1,1,2,4,0,0,0,1,0,0,30,0,4,7,9,7,14.142857142857142,0,5,14.8,0,7.6,2.6,0.32,160.0,120.0,Graduate
1,17,6,9500,1,1,1,1,37,8,1,0,0,1,0,0,19,0,0,7,7,7,13.467142857142855,0,9,15.011111111111113,0,12.4,0.5,1.79,132.0,128.0,Graduate
1,9,3,7,1,1,1,1,14,10,1,0,0,1,1,0,18,0,0,5,10,4,11.6,0,9,14.2,0,12.4,0.5,1.79,,,Dropout
1,1,1,10,1,1,1,1,28,5,0,1,1,0,1,0,19,0,0,6,6,4,11.5,0,6,11.0,0,8.9,1.4,3.51,,,Dropout
1,1,1,8,1,1,1,22,27,10,1,0,1,1,0,0,20,0,0,5,10,2,12.0,2,9,11.0,0,9.4,-0.8,-3.12,,,Dropout
1,1,1,12,1,1,1,23,1,10,1,0,0,1,0,0,19,0,0,7,10,5,12.94,0,7,13.76,0,16.2,0.3,-0.92,,,Enrolled
1,17,1,9500,1,1,1,38,1,9,1,0,0,1,1,1,20,0,0,7,8,7,11.9725,0,8,12.65125,0,15.5,2.8,-4.06,134.0,133.5,Graduate
1,1,1,10,1,1,1,1,1,4,0,0,0,1,1,0,19,0,0,6,7,6,12.166666666666666,0,6,12.166666666666666,0,12.4,0.5,1.79,,,Graduate
1,15,1,3,0,14,1,1,3,5,0,0,1,1,0,0,20,0,3,6,6,6,13.833333333333334,0,7,14.571428571428571,0,12.4,0.5,1.79,,,Graduate
1,12,1,7,1,12,1,1,14,5,0,0,0,1,1,0,25,0,0,5,13,1,11.0,0,11,10.0,0,13.9,-0.3,0.79,,,Enrolled
1,1,1,171,1,1,1,3,4,2,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,163.0,175.6,Graduate
1,1,1,14,1,1,1,22,27,10,0,0,0,1,0,1,18,0,0,5,7,3,12.666666666666666,0,5,12.5,0,9.4,-0.8,-3.12,,,Enrolled
1,1,1,15,1,1,1,3,14,5,1,0,0,1,0,0,20,0,0,6,6,6,13.833333333333334,0,6,12.5,0,12.7,3.7,-1.7,,,Graduate
1,1,1,14,1,1,1,23,14,6,0,0,1,1,1,0,22,0,0,6,8,6,12.625,0,11,14.5,0,11.1,0.6,2.02,,,Enrolled
1,1,1,14,1,1,1,23,14,5,0,0,0,1,0,0,19,0,0,6,8,3,11.666666666666666,0,11,13.625,0,10.8,1.4,1.74,,,Enrolled
1,17,2,9070,1,1,1,39,39,3,1,0,0,1,1,0,20,0,0,6,7,5,11.8,0,9,12.0,0,15.5,2.8,-4.06,152.0,134.2,Enrolled
1,43,1,9238,1,1,1,19,37,5,0,0,0,1,0,1,21,0,0,6,15,2,10.5,0,8,12.4,0,10.8,1.4,1.74,109.0,108.3,Enrolled
1,8,2,10,1,1,1,13,28,8,1,0,0,1,0,0,21,0,0,6,9,6,11.375,0,9,13.285714285714286,0,16.2,0.3,-0.92,,,Graduate
1,17,1,9085,1,1,1,1,3,4,1,0,0,1,0,0,19,0,0,5,10,4,11.25,1,10,10.333333333333334,0,12.7,3.7,-1.7,131.0,129.3,Graduate
1,1,1,14,1,1,1,1,1,10,1,0,0,1,1,1,17,0,0,6,8,6,14.875,0,8,13.428571428571429,0,11.1,0.6,2.02,,,Graduate
