marital_status,previous_qualification_grade,admission_grade,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,target
1,148.0,133.0,1,0,1,0,0,18,5,Graduate
1,102.0,102.0,0,0,1,0,0,19,6,Graduate
1,143.0,133.9,0,0,1,0,1,18,5,Graduate
1,120.0,127.0,0,0,1,0,0,19,5,Graduate
1,121.0,120.4,1,0,1,0,1,18,6,Graduate
1,122.0,124.5,1,0,1,0,0,19,6,Graduate
1,122.0,123.9,0,0,1,0,0,19,7,Graduate
1,123.0,117.8,1,0,1,0,0,18,6,Graduate
1,110.0,110.0,0,0,1,0,1,20,6,Graduate
1,120.0,141.0,0,0,1,0,0,29,15,Dropout
1,133.1,111.5,0,0,0,0,1,20,6,Dropout
4,143.0,140.0,0,1,0,0,0,31,7,Dropout
1,149.0,134.3,0,0,1,0,0,20,6,Graduate
1,133.0,125.3,1,0,1,0,0,21,18,Graduate
1,140.0,140.0,1,0,1,0,0,23,6,Dropout
1,122.0,119.6,0,1,0,0,0,21,6,Dropout
1,170.0,170.0,0,0,1,0,0,24,7,Graduate
1,120.0,150.5,0,0,1,0,0,27,6,Graduate
1,143.0,128.0,0,0,1,0,1,18,7,Graduate
1,115.0,108.7,1,0,0,0,0,21,0,Dropout
1,123.0,121.6,1,1,1,0,1,19,5,Dropout
1,131.0,125.3,1,0,1,0,1,19,8,Graduate
1,127.0,117.6,0,0,1,0,0,18,6,Dropout
1,112.0,106.1,1,1,1,0,1,20,7,Graduate
2,150.0,139.9,1,0,1,0,0,24,6,Graduate
1,116.0,110.8,1,0,1,0,0,20,6,Graduate
1,130.0,117.8,1,0,1,0,1,19,8,Graduate
1,144.0,127.5,1,0,1,0,1,18,8,Graduate
1,105.0,129.7,1,0,1,0,1,20,6,Graduate
1,143.0,130.6,1,0,1,0,0,20,7,Graduate
1,137.0,126.3,1,0,1,0,1,19,7,Graduate
1,133.1,105.0,1,0,1,0,0,20,6,Graduate
1,116.0,114.6,1,0,1,0,0,19,5,Dropout
1,117.0,114.6,1,0,1,0,0,19,6,Dropout
1,137.0,131.0,1,0,1,0,1,18,8,Graduate
1,116.0,109.0,0,0,1,0,1,23,6,Dropout
1,133.1,132.0,1,0,1,0,0,21,6,Dropout
1,130.0,130.0,1,0,1,0,0,23,9,Graduate
1,106.0,109.5,1,0,1,0,0,19,7,Graduate
1,125.0,115.9,1,0,1,0,0,18,6,Graduate
1,134.0,131.6,1,0,1,0,0,19,6,Graduate
1,133.1,120.0,0,0,1,0,1,25,8,Graduate
1,136.0,136.4,0,0,1,0,1,19,7,Graduate
1,120.0,120.0,0,1,1,0,1,24,7,Graduate
1,135.0,132.6,1,0,1,0,1,18,6,Graduate
1,122.0,112.9,1,0,1,0,1,19,6,Graduate
1,147.0,134.3,0,0,1,0,1,18,8,Graduate
1,121.0,117.2,0,0,1,0,0,19,6,Graduate
1,135.0,129.8,0,0,1,0,1,18,6,Dropout
2,130.0,158.0,0,1,0,0,0,34,6,Dropout
1,108.0,115.0,1,1,0,0,0,20,6,Dropout
2,140.0,152.4,0,0,1,0,0,26,5,Graduate
1,120.0,110.2,0,0,1,0,0,27,7,Graduate
1,117.0,113.5,1,0,1,0,0,20,5,Graduate
1,151.0,144.4,1,0,1,0,0,18,6,Graduate
1,133.1,100.0,0,0,1,0,0,24,8,Graduate
1,130.0,126.3,1,0,1,0,1,19,6,Graduate
1,125.0,115.9,0,0,1,0,0,19,6,Graduate
1,121.0,112.3,0,0,1,0,0,22,16,Graduate
1,141.0,127.0,0,0,1,0,0,20,6,Graduate
1,130.0,120.0,0,0,1,0,0,25,6,Dropout
1,180.0,180.0,0,0,1,0,0,21,6,Graduate
1,127.0,115.8,1,0,1,0,0,18,6,Graduate
1,126.0,136.5,1,0,1,0,0,18,5,Graduate
1,143.0,129.0,1,0,1,1,0,19,7,Graduate
1,144.0,137.6,1,0,1,0,1,19,5,Graduate
1,126.0,129.5,1,1,0,0,0,18,6,Dropout
1,140.0,129.1,1,0,1,0,1,20,11,Graduate
1,148.0,130.2,1,0,1,0,0,19,7,Dropout
1,100.0,134.3,1,0,1,0,0,28,17,Graduate
1,151.0,138.4,1,0,1,0,1,20,6,Graduate
1,120.0,120.0,1,0,1,0,0,30,11,Dropout
1,135.0,123.5,1,0,1,0,1,19,7,Graduate
1,121.0,116.1,1,0,1,0,0,22,6,Graduate
1,116.0,110.8,1,0,1,0,0,18,6,Graduate
1,147.0,142.8,1,0,1,0,0,23,6,Dropout
1,160.0,155.5,1,0,1,0,0,18,6,Graduate
2,100.0,163.5,0,1,0,1,0,50,6,Dropout
1,151.0,161.9,1,0,1,0,1,19,0,Graduate
1,124.0,123.3,1,0,1,0,0,22,6,Graduate
1,140.0,137.5,0,1,1,0,1,23,6,Graduate
1,170.0,166.6,0,1,0,0,1,20,5,Dropout
4,133.1,103.5,0,0,0,0,0,44,6,Dropout
4,133.1,110.0,0,0,1,1,0,49,12,Graduate
2,100.0,128.2,0,0,1,1,0,46,10,Graduate
1,120.0,137.7,1,0,0,1,0,41,3,Dropout
1,133.0,128.8,1,0,1,1,0,18,7,Graduate
3,120.0,170.0,0,0,1,1,0,43,5,Graduate
4,133.1,116.4,0,1,0,1,0,70,5,Dropout
4,133.1,100.9,0,0,1,1,0,48,6,Dropout
2,133.1,136.0,0,0,1,1,0,41,19,Graduate
1,100.0,100.0,0,1,0,1,0,35,7,Dropout
2,133.1,157.0,1,0,1,1,0,44,5,Graduate
1,143.0,152.1,1,1,1,1,0,18,5,Dropout
2,165.0,162.9,1,0,1,1,0,45,6,Graduate
1,140.0,140.0,1,0,1,1,0,22,6,Graduate
1,140.0,146.5,0,0,1,1,0,39,5,Dropout
2,133.1,128.0,0,0,1,1,0,49,5,Dropout
1,190.0,190.0,1,0,1,1,0,43,4,Dropout
2,120.0,133.2,1,0,1,1,0,32,5,Dropout
1,100.0,124.3,0,0,1,1,0,47,9,Graduate
5,120.0,138.1,0,0,1,1,1,37,5,Dropout
2,133.1,144.3,0,0,1,1,0,41,10,Graduate
2,150.0,140.0,0,0,1,1,0,60,18,Graduate
2,120.0,148.3,0,0,1,1,0,47,11,Graduate
1,133.1,96.0,0,1,0,1,0,50,6,Dropout
2,133.1,121.7,1,0,1,1,0,45,5,Dropout
1,100.0,160.0,0,1,0,1,0,45,5,Dropout
2,133.1,110.3,0,0,1,1,0,33,5,Graduate
1,143.0,129.0,0,0,1,1,0,18,8,Graduate
2,120.0,150.0,0,0,1,1,0,43,5,Graduate
1,161.0,100.0,0,0,1,1,0,44,13,Graduate
1,133.1,107.5,0,0,1,1,0,29,5,Dropout
4,140.0,170.0,0,1,0,1,0,53,6,Dropout
1,133.1,140.0,0,1,1,1,0,35,10,Dropout
1,156.0,170.0,1,0,1,1,0,22,0,Graduate
1,140.0,115.5,0,0,0,1,0,33,6,Dropout
1,130.0,130.0,0,0,0,1,0,41,5,Dropout
4,140.0,140.0,0,0,1,1,0,51,7,Graduate
1,140.0,126.6,0,0,1,1,0,19,6,Graduate
1,133.1,143.2,0,0,1,1,0,35,5,Dropout
1,131.0,131.4,1,0,1,1,0,20,0,Graduate
1,120.0,118.3,0,1,0,1,1,18,6,Dropout
1,140.0,140.0,0,0,1,1,0,21,6,Graduate
1,132.0,124.7,1,0,1,1,0,21,6,Graduate
2,130.0,140.0,0,0,1,1,0,34,5,Graduate
4,140.0,150.0,1,0,1,1,0,34,6,Dropout
1,110.0,115.6,1,0,1,1,0,21,6,Graduate
1,130.0,123.4,1,0,1,1,0,30,6,Dropout
1,158.0,117.1,1,0,1,1,0,20,7,Dropout
1,124.0,113.9,1,0,1,1,0,18,6,Dropout
1,136.0,128.7,0,0,1,1,0,19,6,Graduate
1,142.0,132.9,1,0,1,1,0,18,7,Dropout
1,150.0,123.0,0,0,1,1,0,27,5,Dropout
1,120.0,129.8,1,0,1,1,0,52,6,Graduate
2,149.0,156.1,1,0,0,1,0,29,6,Dropout
1,130.0,120.0,1,1,0,1,0,22,6,Dropout
1,110.0,117.2,1,0,1,1,0,28,18,Graduate
1,133.1,107.0,1,0,1,1,0,30,5,Dropout
1,134.0,128.4,1,0,1,0,0,18,7,Graduate
1,130.0,123.4,1,0,1,0,0,21,5,Graduate
1,141.0,126.7,1,1,1,0,1,20,6,Graduate
1,123.0,123.0,1,0,1,0,1,21,8,Graduate
2,133.1,137.2,0,1,0,0,0,32,5,Dropout
1,122.0,125.9,1,0,1,1,1,20,6,Graduate
1,132.0,138.0,1,1,0,1,0,19,0,Dropout
1,133.1,128.2,0,1,0,1,0,18,6,Dropout
1,130.0,126.5,1,0,0,1,0,23,15,Dropout
1,111.0,112.4,1,0,1,1,0,20,6,Graduate
2,133.1,109.0,1,0,1,0,0,46,9,Graduate
1,125.0,100.0,0,0,1,1,0,27,18,Graduate
2,100.0,120.0,1,0,1,1,0,41,9,Graduate
2,150.0,154.0,0,0,1,1,0,37,16,Graduate
1,133.1,100.0,0,0,1,0,0,26,9,Graduate
2,133.1,162.5,0,0,1,1,0,54,9,Graduate
1,132.0,134.1,1,0,1,1,0,21,6,Graduate
1,134.0,133.0,1,0,1,0,1,20,6,Graduate
1,126.0,119.0,1,0,1,0,0,18,6,Dropout
1,129.0,129.4,1,0,1,0,0,18,6,Graduate
1,140.0,140.0,1,1,1,0,0,22,6,Dropout
1,162.0,162.0,0,0,1,0,0,19,6,Graduate
1,148.0,131.6,1,0,1,0,0,21,12,Dropout
1,123.0,117.4,1,0,1,0,1,18,6,Graduate
1,150.0,137.8,1,0,1,0,1,18,6,Graduate
1,113.0,106.7,1,1,1,0,0,20,6,Dropout
1,152.0,156.9,0,0,1,0,1,18,7,Graduate
1,130.0,124.8,1,0,1,0,1,20,6,Graduate
1,121.0,115.1,1,0,1,0,0,19,6,Graduate
1,153.0,146.7,1,0,1,0,0,18,6,Graduate
1,148.0,132.8,0,0,1,0,0,18,8,Graduate
1,143.0,159.1,0,1,1,0,1,18,5,Dropout
1,147.0,137.6,1,0,1,0,1,20,0,Graduate
1,138.0,124.0,0,0,1,0,1,19,6,Graduate
1,120.0,149.0,0,0,0,1,0,36,6,Dropout
1,145.0,129.6,0,0,1,0,1,19,6,Graduate
1,118.0,110.0,1,0,1,0,0,18,6,Graduate
1,121.0,116.1,0,0,1,0,1,18,6,Graduate
1,135.0,133.3,1,0,1,0,1,18,6,Graduate
1,140.0,144.3,1,0,1,0,0,19,7,Graduate
1,145.0,133.6,1,0,1,0,0,18,7,Graduate
1,133.0,123.2,1,0,1,0,1,19,6,Graduate
1,117.0,110.0,1,1,0,0,0,18,6,Dropout
1,125.0,118.0,1,0,1,0,0,19,5,Graduate
1,141.0,128.4,1,0,1,0,0,18,6,Graduate
1,122.0,113.6,0,0,1,0,0,19,7,Graduate
1,142.0,146.9,1,0,1,0,1,18,6,Graduate
1,143.0,129.7,1,0,1,0,0,20,4,Dropout
1,115.0,109.1,1,1,0,0,1,22,6,Dropout
1,112.0,107.1,1,0,1,0,1,18,7,Graduate
1,135.0,129.2,0,0,1,0,1,18,7,Graduate
1,162.0,154.1,0,0,1,0,0,18,7,Graduate
1,143.0,147.2,0,0,1,0,0,18,7,Graduate
1,125.0,120.8,1,0,1,0,0,18,6,Graduate
1,123.0,121.3,1,0,1,0,0,25,6,Graduate
1,142.0,127.0,1,0,1,0,1,18,5,Graduate
1,147.0,151.6,1,0,1,0,0,19,0,Graduate
1,133.1,106.0,1,0,1,0,1,20,6,Graduate
1,114.0,111.6,1,0,1,0,1,21,6,Graduate
1,125.0,117.3,1,0,1,0,0,18,6,Graduate
1,127.0,121.4,1,0,1,0,0,18,7,Dropout
1,132.0,126.1,1,0,1,0,1,18,6,Graduate
1,148.0,137.0,1,0,1,0,0,18,8,Graduate
1,139.0,120.8,0,0,1,0,0,19,6,Dropout
1,136.0,128.7,1,0,1,0,0,20,6,Dropout
1,133.1,118.0,0,0,1,0,0,47,6,Dropout
2,130.0,160.0,0,0,1,1,0,31,6,Dropout
2,110.0,150.0,1,0,1,1,0,46,5,Dropout
1,138.0,125.4,1,0,1,1,0,19,5,Dropout
1,150.0,150.0,0,0,0,1,0,22,5,Dropout
1,125.0,114.5,1,0,1,1,0,19,5,Graduate
1,108.0,107.0,0,1,0,0,0,19,5,Dropout
1,133.1,120.0,0,1,0,1,0,29,5,Dropout
1,147.0,134.8,1,0,1,0,0,18,7,Graduate
1,143.0,133.6,1,0,1,0,0,18,6,Graduate
1,115.0,129.0,1,1,0,0,1,23,0,Dropout
2,160.0,128.4,0,0,1,0,0,34,5,Graduate
1,118.0,122.2,0,0,1,0,0,19,5,Graduate
1,143.0,129.9,0,0,1,0,1,20,7,Graduate
1,133.0,126.2,1,0,1,0,0,19,7,Graduate
1,164.0,149.0,1,0,1,0,1,23,6,Graduate
2,133.1,120.0,0,0,1,1,1,34,8,Graduate
1,140.0,128.1,1,0,1,1,0,21,6,Dropout
1,127.0,141.7,1,0,1,1,0,22,6,Dropout
1,133.1,130.0,0,0,1,1,0,28,6,Dropout
1,115.0,113.3,1,0,1,1,0,23,5,Dropout
1,108.0,105.9,0,0,1,1,0,20,6,Dropout
1,136.0,122.7,1,0,1,1,0,18,5,Dropout
1,133.1,120.0,1,1,0,1,0,28,5,Dropout
1,120.0,119.8,0,0,1,1,0,21,7,Dropout
1,133.1,122.9,0,1,0,1,0,25,6,Dropout
1,160.0,160.0,1,0,0,1,0,19,6,Dropout
1,128.0,125.2,1,0,1,1,1,18,7,Graduate
1,130.0,143.4,0,0,1,1,0,29,3,Dropout
1,133.1,96.7,0,0,1,1,1,29,5,Dropout
1,137.0,126.9,0,0,1,1,0,20,6,Graduate
1,163.0,143.1,0,0,1,1,0,18,0,Graduate
1,125.0,114.5,0,0,1,1,0,20,6,Graduate
2,120.0,140.0,1,0,1,1,0,33,5,Dropout
1,150.0,113.7,0,0,1,1,0,30,15,Graduate
1,148.0,143.5,0,1,1,1,0,18,6,Graduate
1,138.0,126.8,0,0,1,1,1,19,7,Graduate
1,119.0,115.2,0,0,1,1,1,21,6,Dropout
1,130.0,100.0,0,0,1,1,1,25,7,Dropout
1,135.0,121.4,0,0,1,1,0,19,5,Graduate
1,120.0,120.0,1,0,1,1,0,23,7,Dropout
1,126.0,129.9,1,0,1,1,1,19,6,Graduate
1,149.0,151.1,1,0,1,1,0,19,0,Graduate
1,110.0,120.0,0,1,0,1,0,31,6,Dropout
1,133.1,130.0,0,1,0,1,0,32,6,Dropout
1,127.0,119.0,1,0,1,0,1,19,8,Graduate
1,120.0,122.0,1,0,1,0,0,34,10,Graduate
1,136.0,129.7,1,0,1,0,0,21,6,Graduate
1,110.0,112.5,1,0,1,0,1,53,7,Graduate
1,136.0,136.0,0,0,1,0,1,19,7,Graduate
1,145.0,133.1,0,0,1,0,1,20,6,Graduate
1,159.0,151.3,1,0,1,0,0,18,6,Graduate
1,147.0,133.3,0,0,0,0,0,32,0,Dropout
1,150.0,130.8,1,0,1,0,1,21,8,Graduate
1,140.0,140.0,0,0,0,0,0,26,5,Dropout
1,150.0,150.0,1,0,1,0,0,26,18,Graduate
2,130.0,130.0,0,0,0,0,0,21,5,Dropout
1,120.0,125.3,0,0,1,0,0,18,6,Graduate
1,130.0,124.0,1,0,1,0,1,21,12,Graduate
1,128.0,124.4,0,0,1,0,1,19,6,Graduate
1,114.0,107.7,0,0,1,0,0,19,5,Dropout
1,118.0,110.0,0,0,1,0,1,19,6,Graduate
1,130.0,130.0,1,0,1,0,0,27,8,Graduate
1,145.0,138.8,1,0,1,0,1,18,7,Graduate
1,121.0,126.3,1,0,1,0,0,20,5,Dropout
1,114.0,114.5,1,0,1,0,1,19,7,Graduate
1,127.0,116.5,1,0,1,0,0,20,6,Dropout
1,145.0,128.6,1,0,1,0,1,19,6,Graduate
1,150.0,134.6,0,0,1,0,0,20,0,Dropout
1,145.0,146.8,0,0,1,0,0,18,6,Graduate
1,128.0,135.7,1,0,1,0,0,20,5,Graduate
2,140.0,120.0,0,0,0,0,0,38,5,Dropout
4,130.0,138.0,0,0,1,0,0,42,6,Graduate
1,140.0,135.5,0,0,1,0,0,32,7,Dropout
1,120.0,120.0,1,0,1,0,0,22,6,Graduate
2,147.0,111.7,1,0,1,0,0,28,5,Dropout
2,133.1,100.0,1,0,1,0,0,37,6,Dropout
2,160.0,160.0,0,0,1,0,0,43,6,Graduate
6,133.1,114.8,0,0,1,0,1,41,6,Graduate
4,140.0,131.0,0,0,1,0,1,29,6,Graduate
1,133.1,97.0,0,0,1,0,1,35,6,Graduate
1,131.0,131.7,1,0,1,0,0,18,6,Dropout
1,133.1,120.0,0,0,0,0,1,39,7,Dropout
1,130.0,133.0,1,0,1,0,1,26,7,Graduate
1,140.0,140.0,1,0,1,0,0,32,5,Dropout
1,133.1,137.0,1,0,1,0,0,19,6,Dropout
1,115.0,108.0,0,0,1,0,1,19,7,Graduate
2,110.0,110.0,0,0,1,0,0,32,11,Graduate
2,140.0,127.7,1,0,1,0,0,31,5,Dropout
1,145.0,140.1,1,0,1,0,0,20,12,Graduate
1,133.1,114.8,0,0,1,0,0,28,7,Dropout
4,133.1,110.0,0,0,0,0,0,31,6,Dropout
1,110.0,105.5,1,0,1,0,0,19,6,Graduate
1,128.0,127.3,1,0,1,0,1,19,6,Graduate
1,130.0,130.0,0,0,1,0,0,34,6,Dropout
1,137.0,122.7,1,0,1,0,1,18,7,Graduate
1,123.0,113.9,1,0,1,0,0,18,6,Graduate
1,156.0,151.1,0,1,1,1,0,19,5,Graduate
1,133.1,125.8,1,0,0,1,1,22,4,Dropout
2,100.0,128.2,0,0,1,1,0,32,10,Graduate
1,140.0,135.1,0,0,1,1,0,61,5,Dropout
1,130.0,120.2,1,0,1,1,0,30,5,Graduate
2,133.1,132.8,0,1,0,1,0,45,5,Dropout
1,140.0,140.0,0,0,1,1,0,20,6,Graduate
1,137.0,129.3,0,0,1,0,0,19,7,Dropout
1,120.0,108.2,1,0,1,1,0,26,10,Dropout
1,125.0,125.4,1,0,1,1,0,19,5,Dropout
1,130.0,140.2,0,0,1,1,1,19,6,Graduate
1,115.0,116.1,1,0,1,1,0,19,6,Graduate
1,150.0,137.8,1,0,1,1,1,19,5,Graduate
1,134.0,128.4,1,0,0,1,0,19,5,Dropout
1,120.0,106.0,1,0,0,1,0,28,5,Dropout
1,141.0,130.2,0,0,1,1,0,24,15,Graduate
1,133.0,126.0,0,0,1,1,0,18,5,Graduate
1,121.0,113.0,1,0,1,1,1,18,6,Graduate
1,120.0,120.0,0,0,1,1,0,21,6,Graduate
2,148.0,130.9,0,0,0,1,0,28,5,Dropout
1,133.1,120.0,0,0,1,1,0,58,6,Dropout
2,135.0,134.1,1,0,0,1,0,49,5,Dropout
1,130.0,114.8,0,0,1,1,0,25,5,Graduate
4,133.1,123.0,1,0,1,1,0,33,5,Dropout
2,133.1,118.0,0,0,0,1,0,33,5,Dropout
2,110.0,100.0,0,0,1,1,0,40,2,Graduate
2,170.0,151.1,0,0,1,1,0,48,5,Graduate
1,133.1,106.0,1,0,1,1,0,24,7,Graduate
2,139.0,127.1,0,0,1,1,1,23,5,Graduate
1,133.1,155.5,1,1,0,1,0,39,5,Dropout
1,133.1,101.0,0,0,1,1,0,21,11,Graduate
1,120.0,128.2,1,0,1,1,0,34,6,Dropout
1,134.0,122.8,0,0,1,1,0,18,6,Graduate
1,128.0,116.5,0,0,1,1,0,19,5,Dropout
1,154.0,142.0,0,0,1,1,0,19,8,Graduate
1,150.0,150.0,0,0,1,1,0,28,6,Graduate
1,134.0,133.3,1,0,1,1,0,18,6,Dropout
1,127.0,115.8,1,0,1,1,0,19,6,Dropout
1,133.1,100.0,1,1,0,1,0,19,6,Dropout
1,130.0,128.6,1,0,1,0,0,18,7,Graduate
1,135.0,137.1,1,0,1,0,0,18,6,Graduate
1,143.0,149.0,1,0,1,0,0,18,6,Dropout
1,150.0,147.0,1,0,1,0,0,19,6,Graduate
2,150.0,150.0,0,0,1,0,0,31,6,Graduate
1,130.0,103.5,0,0,1,0,1,33,6,Graduate
1,115.0,109.4,1,0,1,0,0,19,6,Graduate
1,146.0,143.6,1,0,1,0,0,18,6,Dropout
1,132.0,124.3,0,0,1,0,0,18,6,Dropout
1,116.0,119.5,1,0,0,0,0,18,6,Dropout
1,163.0,175.6,1,0,1,0,0,18,0,Graduate
1,122.0,116.1,1,0,1,0,1,19,5,Graduate
1,136.0,126.6,1,0,1,0,0,18,6,Dropout
1,142.0,130.8,1,0,1,0,0,18,5,Graduate
1,139.0,133.5,1,0,1,0,1,18,8,Graduate
1,140.0,136.9,1,0,1,0,0,21,9,Graduate
1,165.0,142.3,0,0,1,0,1,18,8,Graduate
1,122.0,114.3,1,0,1,0,0,18,6,Graduate
1,135.0,122.9,1,0,1,0,0,18,7,Graduate
1,128.0,117.2,1,0,1,0,0,20,7,Graduate
1,139.0,152.0,0,0,1,0,1,18,5,Graduate
1,125.0,122.2,1,0,1,0,0,18,6,Dropout
1,102.0,101.7,1,0,1,0,1,20,5,Graduate
1,116.0,119.9,1,0,1,0,0,20,6,Graduate
1,138.0,123.7,1,1,1,0,1,19,5,Dropout
1,135.0,121.8,0,0,1,0,1,19,11,Graduate
1,110.0,106.1,1,1,0,0,1,18,6,Dropout
1,132.0,124.3,1,1,1,0,1,19,6,Graduate
1,126.0,124.3,1,0,1,0,1,20,8,Graduate
1,117.4,117.4,1,0,1,0,0,21,7,Graduate
1,120.0,112.7,0,0,1,0,0,21,8,Graduate
1,116.0,123.7,0,0,1,0,0,20,6,Graduate
1,111.0,105.8,1,0,1,0,0,19,7,Graduate
1,128.0,124.2,0,0,0,0,0,21,5,Dropout
1,123.0,122.3,0,0,1,0,0,18,5,Graduate
1,131.0,123.7,0,0,1,0,1,19,6,Graduate
1,135.0,129.8,1,0,1,0,0,18,7,Graduate
1,136.0,123.8,1,0,1,0,1,19,8,Graduate
1,132.0,126.4,1,0,1,0,1,18,5,Graduate
1,144.0,138.4,0,0,1,0,0,18,6,Graduate
1,129.0,118.2,1,0,1,0,1,18,5,Graduate
1,136.0,121.7,1,0,1,0,0,18,6,Dropout
1,125.0,119.8,0,0,1,0,0,18,6,Dropout
1,154.0,164.9,0,0,1,0,0,18,6,Graduate
1,100.0,100.0,1,0,1,0,1,20,2,Graduate
1,126.0,120.4,1,0,1,0,0,18,6,Graduate
1,124.0,117.8,0,0,1,0,1,20,8,Graduate
4,150.0,110.0,0,0,1,0,0,40,8,Graduate
1,133.0,128.8,1,0,1,0,1,18,7,Graduate
1,126.0,116.6,1,0,1,0,0,19,6,Graduate
1,120.0,120.0,0,0,1,0,0,24,5,Dropout
1,175.0,157.5,1,0,1,0,0,19,6,Dropout
1,141.0,136.3,1,0,1,0,0,19,8,Graduate
1,133.0,121.5,1,0,1,0,1,20,7,Graduate
1,143.0,133.9,0,0,1,0,0,18,7,Graduate
1,141.0,136.8,1,0,1,0,1,18,0,Graduate
1,134.0,133.5,1,0,1,0,0,19,7,Graduate
1,138.0,130.0,1,0,1,0,0,18,7,Dropout
1,140.0,140.0,1,0,1,0,0,19,6,Graduate
1,142.0,132.7,1,0,1,0,1,19,7,Graduate
1,118.0,117.8,0,0,1,0,1,19,7,Graduate
1,131.0,126.1,1,0,1,0,1,19,7,Dropout
1,130.0,120.0,0,0,1,0,0,19,7,Graduate
1,133.1,100.0,1,1,0,0,0,25,5,Dropout
1,130.0,116.8,0,0,1,0,0,20,8,Graduate
1,130.0,128.3,0,1,0,0,0,23,9,Dropout
1,133.1,117.0,0,0,1,0,0,20,6,Dropout
1,130.0,131.5,0,0,1,0,0,27,6,Graduate
1,149.0,134.8,0,0,1,0,0,18,8,Graduate
1,130.0,130.0,1,1,0,0,0,23,12,Dropout
1,145.0,127.5,1,0,1,0,1,19,7,Graduate
1,130.0,123.0,0,0,1,0,0,18,5,Graduate
1,128.0,100.0,1,0,1,0,0,20,7,Graduate
1,111.0,114.2,1,0,1,0,0,18,6,Graduate
1,140.0,123.5,1,0,1,0,1,19,8,Graduate
1,140.0,144.3,1,0,1,0,1,19,6,Graduate
1,151.0,161.9,0,0,1,0,0,18,5,Graduate
1,132.0,135.9,0,0,1,0,0,18,6,Graduate
1,116.0,110.1,1,0,1,0,0,18,6,Graduate
1,120.0,122.5,0,0,0,0,0,28,11,Dropout
1,158.0,138.1,1,0,1,0,0,19,6,Dropout
1,116.0,117.3,1,1,1,0,0,20,0,Dropout
1,112.0,106.8,1,0,1,0,1,19,7,Graduate
1,126.0,120.1,0,0,1,0,1,20,6,Graduate
1,120.0,116.5,1,0,1,0,1,19,6,Graduate
1,153.0,139.7,1,0,1,0,1,19,7,Graduate
1,124.0,123.7,1,0,1,0,1,18,6,Graduate
1,127.0,116.5,0,0,1,0,0,19,6,Dropout
1,126.0,122.2,0,0,1,0,1,19,6,Graduate
1,133.1,146.0,0,1,1,0,0,20,6,Graduate
1,130.0,123.8,0,0,1,0,0,18,5,Graduate
1,127.0,120.0,0,0,1,0,0,18,6,Dropout
1,143.0,126.9,1,0,1,0,0,18,6,Graduate
1,130.0,121.3,1,0,1,0,0,20,6,Dropout
1,136.0,129.0,1,0,1,0,1,19,7,Graduate
1,125.0,114.9,1,1,0,0,0,21,6,Dropout
1,110.0,106.5,1,1,0,0,0,20,6,Dropout
1,130.0,133.9,1,0,1,0,0,18,6,Graduate
1,135.0,124.9,0,0,1,0,1,20,6,Graduate
1,133.0,128.5,1,0,1,0,1,19,8,Graduate
1,122.0,126.2,1,0,1,0,0,22,5,Dropout
1,122.0,121.7,1,0,0,0,0,22,6,Dropout
1,128.0,120.3,1,0,1,0,0,19,6,Graduate
1,139.0,127.8,1,0,1,0,0,19,0,Dropout
1,124.0,123.3,1,0,1,0,1,20,8,Dropout
1,135.0,126.3,1,1,1,0,1,18,7,Graduate
1,110.0,128.2,0,0,0,0,0,22,12,Dropout
1,138.0,134.9,1,0,1,0,0,20,5,Graduate
1,140.0,140.0,0,0,1,0,0,19,6,Graduate
1,126.0,115.5,1,0,1,0,1,19,7,Graduate
1,145.0,136.6,0,0,1,0,1,19,7,Graduate
1,124.0,119.3,1,0,1,0,0,19,8,Graduate
1,160.0,152.0,1,0,0,0,0,19,5,Dropout
1,138.0,144.3,0,0,1,0,0,20,7,Graduate
1,127.0,129.5,1,0,1,0,1,20,7,Graduate
1,111.0,105.4,0,0,1,0,0,20,5,Graduate
1,100.0,136.0,1,0,1,0,0,21,7,Graduate
1,160.0,160.0,0,1,1,0,1,19,6,Graduate
1,152.0,139.1,0,0,1,0,1,19,6,Graduate
1,144.0,126.9,0,0,1,0,1,21,5,Graduate
1,133.8,184.0,0,0,1,0,0,28,7,Graduate
1,125.0,125.0,1,1,0,0,1,19,6,Graduate
1,150.0,138.5,0,0,1,0,1,18,5,Graduate
5,143.0,133.5,1,0,1,0,1,18,8,Graduate
1,145.0,141.5,1,0,1,0,1,18,8,Graduate
1,120.0,130.0,1,0,1,0,0,22,8,Graduate
1,145.0,145.0,0,0,1,0,1,18,7,Graduate
1,122.0,114.3,0,0,0,0,0,20,6,Dropout
1,110.0,108.3,0,0,0,0,0,26,9,Dropout
1,136.0,125.2,1,0,1,0,1,18,6,Graduate
1,145.0,131.7,1,0,1,0,1,21,6,Dropout
1,141.0,126.3,1,0,1,0,0,18,8,Graduate
1,149.0,147.6,1,0,1,0,0,20,6,Graduate
1,130.0,125.1,1,0,1,0,0,18,7,Graduate
1,128.0,130.8,1,0,1,0,0,20,5,Dropout
1,152.0,154.1,0,1,1,0,1,18,6,Graduate
1,107.0,103.5,1,0,1,0,0,22,6,Graduate
1,141.0,100.0,0,0,1,0,0,21,5,Graduate
1,148.0,133.8,0,0,1,0,0,18,8,Graduate
