admission_grade,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade
134.2,0,1,0,1,26,7,0,0.0,0.0
130.5,0,1,0,0,19,5,3,11.0,11.75
160.0,0,1,0,0,21,6,4,11.75,13.666666666666666
137.7,0,1,0,0,21,5,1,11.0,10.5
135.0,0,0,0,0,26,6,6,15.428571428571429,14.5
132.7,0,1,0,0,20,8,7,14.014285714285714,14.014285714285714
125.8,0,1,0,0,18,6,2,10.333333333333334,13.333333333333334
166.9,1,1,1,0,20,7,7,12.401428571428571,11.808333333333332
130.5,0,1,1,0,23,6,0,0.0,0.0
140.2,0,1,1,0,20,6,4,10.8,12.0
107.0,0,1,0,0,45,9,8,11.0,10.833333333333334
141.4,0,1,0,1,26,6,3,12.333333333333334,11.666666666666666
110.0,0,1,0,0,25,5,3,11.0,11.25
122.3,0,1,1,0,19,8,5,12.858,12.858
107.5,0,1,0,1,19,7,5,14.06,11.242857142857142
110.0,0,1,0,1,18,0,0,0.0,0.0
121.0,0,1,0,0,19,5,4,13.75,12.6
110.7,0,1,0,0,23,6,3,11.333333333333334,11.0
97.0,0,1,0,0,20,6,5,13.2,12.666666666666666
129.8,0,1,1,0,19,5,3,11.333333333333334,11.0
121.7,0,1,1,0,29,5,0,0.0,0.0
110.0,0,1,0,0,18,6,6,14.625,14.142857142857142
121.3,0,1,0,0,19,7,4,13.375,12.116666666666667
100.0,0,1,0,1,19,5,4,11.0,13.857142857142858
107.0,0,1,0,0,18,6,0,0.0,11.0
141.1,0,1,0,1,19,6,6,13.285714285714286,14.6
134.1,0,1,0,0,19,7,5,11.716666666666669,13.7
110.0,0,1,0,0,18,6,6,12.333333333333334,12.833333333333334
163.4,0,1,0,0,18,5,5,12.6,11.0
107.0,1,0,0,0,34,6,6,14.333333333333334,12.833333333333334
160.0,0,1,0,0,22,5,3,12.0,11.0
132.0,0,1,0,0,50,5,3,13.333333333333334,12.2
141.4,0,1,0,1,25,6,3,11.666666666666666,11.333333333333334
114.6,0,1,0,0,50,5,2,10.5,11.0
121.5,0,1,0,0,48,6,5,13.0,12.5
100.0,0,1,0,0,41,5,4,14.5,13.0
132.5,0,1,0,0,28,10,6,10.666666666666666,11.333333333333334
121.8,0,1,0,0,53,15,15,11.8,11.666666666666666
128.0,0,1,0,0,49,6,5,12.333333333333334,11.5
101.3,0,1,0,0,22,10,8,11.0,11.2
124.5,0,1,0,0,40,5,4,11.25,12.0
125.7,0,1,0,0,36,12,11,11.5,11.4375
129.8,0,1,0,1,48,6,6,10.666666666666666,11.8
110.0,0,1,0,0,34,6,4,13.25,0.0
128.0,0,1,0,0,19,8,1,13.67,13.67
100.0,0,1,0,0,34,5,4,11.0,10.75
111.8,0,1,0,0,28,7,7,12.428571428571429,12.3
107.4,0,1,0,0,35,5,5,11.4,12.333333333333334
110.0,0,1,0,0,18,8,0,0.0,0.0
107.0,0,1,0,0,18,5,3,12.0,13.0
127.3,0,1,0,0,20,6,4,12.25,11.5
103.5,0,1,0,0,18,6,4,11.75,11.2
130.6,0,1,0,0,20,5,4,11.0,11.5
122.9,0,1,0,0,24,8,7,12.714285714285714,12.714285714285714
128.4,0,1,0,1,19,5,2,10.0,11.75
132.0,0,1,0,0,18,6,6,12.571428571428571,12.571428571428571
141.1,0,1,0,0,18,7,6,13.39,12.757142857142856
112.5,0,1,0,0,19,5,3,12.333333333333334,10.25
103.5,0,1,0,0,19,5,2,11.5,10.857142857142858
123.3,0,1,0,0,19,6,6,15.0,14.0
138.3,0,1,0,0,19,7,5,12.32,11.9
120.0,0,1,1,1,20,6,6,11.333333333333334,10.571428571428571
115.5,0,1,1,0,33,5,4,12.0,13.666666666666666
122.8,0,1,1,0,20,6,5,12.8,11.6
108.0,1,0,1,0,27,5,0,0.0,0.0
131.8,0,1,0,0,33,8,6,12.833333333333334,12.0
110.7,0,1,0,1,20,6,5,13.2,12.833333333333334
146.7,0,1,0,0,19,6,5,11.6,11.666666666666666
160.0,0,1,0,0,18,6,6,13.166666666666666,12.5
160.0,0,1,0,0,19,6,5,12.6,12.375
101.3,0,1,0,0,21,5,3,11.333333333333334,13.333333333333334
118.4,0,1,0,1,19,5,3,10.5,11.75
130.5,0,1,0,0,21,6,6,10.375,11.666666666666666
108.0,0,1,0,0,21,7,6,13.25,13.8375
157.0,0,1,0,0,18,7,7,12.50625,13.2
110.0,0,1,0,1,19,6,5,12.2,11.5
119.7,0,1,0,0,20,7,5,12.04,11.77142857142857
140.7,0,1,0,0,20,5,5,11.166666666666666,10.75
126.0,0,1,0,0,20,5,4,12.5,13.0
103.5,0,1,0,0,18,7,6,12.183333333333332,11.783333333333331
135.6,0,1,0,0,18,5,2,10.0,11.333333333333334
131.8,0,1,1,0,21,6,6,11.166666666666666,14.666666666666666
129.8,0,1,1,1,20,6,3,11.0,11.333333333333334
110.0,0,1,0,1,19,6,5,11.333333333333334,10.833333333333334
121.4,0,1,1,1,19,7,5,11.2,11.2
130.5,0,1,1,0,28,5,4,10.5,11.0
134.8,0,1,1,0,21,5,3,11.25,11.0
118.1,1,1,1,0,24,10,7,10.714285714285714,12.555555555555555
108.0,0,1,1,0,23,6,5,12.0,12.142857142857142
132.5,0,1,1,0,20,6,6,12.166666666666666,12.0
97.0,0,1,1,0,18,0,0,0.0,0.0
116.1,0,1,0,0,23,13,9,11.0,11.571428571428571
113.5,0,1,0,0,23,6,4,11.5,12.2
124.1,0,1,0,0,39,5,4,11.25,11.5
144.2,0,1,0,0,22,5,3,12.666666666666666,12.0
124.5,0,1,0,0,30,5,3,10.666666666666666,10.4
100.0,0,1,0,1,35,5,3,11.666666666666666,11.8
123.0,0,1,0,0,26,7,6,12.0,12.0
115.0,0,1,0,0,30,11,9,12.22222222222222,11.6
137.7,1,1,1,0,25,5,4,11.0,12.0
130.5,0,1,0,0,18,8,7,13.68142857142857,13.68142857142857
140.8,0,1,0,0,23,7,6,12.1,12.616666666666667
97.0,0,1,0,1,18,7,5,11.94,12.8
112.9,1,1,0,0,31,6,5,11.0,10.166666666666666
128.0,0,1,1,0,20,6,6,12.857142857142858,12.4
130.5,0,1,1,0,19,10,5,11.0,10.0
130.8,1,1,1,1,34,5,1,17.0,11.0
121.6,0,1,1,0,21,5,5,11.0,11.428571428571429
100.0,0,1,1,0,21,6,0,0.0,10.0
97.0,0,1,1,0,24,6,4,11.25,10.428571428571429
134.2,1,0,1,0,20,6,5,12.4,13.0
130.0,0,1,1,0,19,5,1,13.0,10.0
122.8,0,1,1,0,26,6,6,11.833333333333334,11.666666666666666
97.0,0,1,1,0,20,5,1,13.0,12.6
122.9,0,1,0,0,21,5,4,11.0,12.0
138.0,0,1,1,0,26,5,2,11.5,12.0
126.5,0,1,0,1,19,8,7,14.06,14.06
153.1,0,1,0,0,19,5,4,11.25,11.714285714285714
124.1,0,1,0,0,19,5,2,14.5,11.333333333333334
110.0,0,1,0,1,21,6,2,10.5,12.4
134.6,0,1,0,0,19,5,4,12.8,14.5
150.0,0,1,0,0,18,5,0,0.0,13.25
136.1,0,1,0,0,20,6,6,13.571428571428571,13.6
131.8,0,1,0,0,32,5,5,10.2,11.25
110.0,0,1,0,0,19,6,5,12.2,11.8
103.5,0,1,0,0,19,6,6,13.428571428571429,14.0
110.0,0,1,0,0,18,5,1,11.0,0.0
122.0,0,1,0,0,20,7,6,13.548333333333334,14.775
124.5,0,1,0,0,19,6,6,12.166666666666666,12.5
111.7,0,1,0,0,24,5,5,10.8,11.0
123.0,0,1,0,0,29,13,8,10.5,10.333333333333334
141.1,0,1,0,0,19,7,6,11.15,12.814285714285717
97.0,0,1,0,0,19,6,3,11.666666666666666,13.625
104.2,0,1,0,0,24,5,5,12.285714285714286,12.125
97.0,1,1,0,0,28,7,4,13.375,13.5
138.0,0,1,0,0,38,8,5,13.126,13.126
107.0,0,1,0,0,19,6,3,10.333333333333334,11.8
140.0,0,1,0,0,20,5,4,12.0,11.5
123.7,0,1,0,0,29,5,5,11.4,10.25
131.8,0,1,0,1,19,8,7,12.771428571428572,12.771428571428572
150.0,1,1,1,0,28,8,7,11.0,10.0
138.0,0,1,1,0,27,6,0,0.0,0.0
160.0,0,1,1,1,18,5,4,11.25,12.25
110.0,0,1,1,0,20,6,5,12.4,15.0
122.0,0,1,1,0,23,6,1,13.0,11.25
146.5,0,1,1,0,21,5,2,10.0,10.333333333333334
121.9,0,1,1,0,34,5,5,14.2,14.6
110.0,0,1,1,0,20,7,5,12.7,13.475
139.6,0,1,1,0,24,9,8,13.333333333333334,13.11111111111111
122.0,0,1,1,0,39,5,4,12.25,12.75
130.5,0,0,1,0,19,6,5,13.6,13.666666666666666
121.8,0,1,1,0,38,5,2,10.5,11.333333333333334
131.8,0,1,1,0,21,7,6,12.565,12.16
136.1,1,1,1,0,19,6,6,13.166666666666666,13.2
95.0,0,1,1,0,25,6,6,11.166666666666666,11.8
100.0,0,1,1,0,19,6,6,12.666666666666666,12.142857142857142
157.0,0,1,1,0,33,7,5,13.06,0.0
110.0,0,1,1,0,18,5,0,0.0,0.0
118.7,1,0,1,0,19,5,4,12.5,10.5
124.1,0,1,1,0,19,5,0,0.0,0.0
129.7,0,1,1,0,18,8,7,13.154285714285717,13.154285714285717
140.2,0,1,1,0,19,5,2,11.5,11.4
110.0,0,1,1,0,22,6,3,13.333333333333334,12.75
128.4,0,1,1,0,18,5,5,11.8,12.0
110.0,0,1,1,0,22,0,0,0.0,0.0
121.4,1,1,1,0,19,0,0,0.0,0.0
126.3,0,1,1,0,19,5,2,12.5,11.6
109.0,1,1,1,0,24,8,7,13.142857142857142,11.833333333333334
121.8,0,0,1,1,18,5,5,15.0,14.2
119.8,0,1,0,0,20,6,1,10.0,13.0
128.4,0,1,0,1,18,6,6,12.166666666666666,11.2
125.4,1,1,0,0,21,6,3,12.0,12.5
110.0,1,0,0,0,33,7,7,12.857142857142858,12.666666666666666
141.1,0,1,0,0,26,6,3,11.75,12.8
139.6,0,1,0,0,21,6,5,11.833333333333334,13.25
126.1,0,1,0,0,20,6,6,12.555555555555555,11.8
114.5,0,1,0,0,20,5,2,14.5,11.25
140.0,0,1,1,0,43,6,6,12.875,12.142857142857142
135.1,0,1,1,0,26,5,5,12.0,10.2
110.2,0,1,1,0,33,5,1,13.0,14.0
141.0,0,1,1,0,19,6,5,10.8,10.5
131.7,0,1,1,0,18,6,6,12.833333333333334,11.4
140.0,1,1,1,1,21,5,5,12.6,12.833333333333334
126.1,0,1,1,0,20,5,2,14.333333333333334,12.5
103.5,0,1,1,0,19,6,1,11.0,0.0
129.8,0,1,1,1,24,5,5,11.833333333333334,14.0
126.2,0,1,1,0,21,6,5,11.333333333333334,11.5
138.0,0,1,1,1,28,5,3,14.333333333333334,12.428571428571429
126.1,0,1,0,0,28,6,6,14.428571428571429,15.6
115.5,0,1,0,0,20,6,5,11.8,12.0
135.7,0,1,0,0,23,6,5,13.6,11.6
97.0,0,1,0,0,23,6,4,13.4,13.5
119.7,0,1,0,0,25,7,3,13.0,11.666666666666666
121.0,0,1,0,1,19,7,5,13.34,12.385714285714286
168.2,0,1,1,1,20,6,3,12.0,11.666666666666666
131.6,0,1,1,0,19,6,5,11.5,11.333333333333334
112.9,0,1,0,1,18,7,5,12.86,12.86
121.5,0,1,0,0,18,7,7,12.59125,12.820000000000002
130.5,0,1,1,0,22,6,5,13.0,11.5
108.0,0,1,1,0,18,5,0,0.0,15.0
100.0,0,1,1,0,19,6,5,13.2,13.25
130.5,0,1,1,0,34,12,7,11.428571428571429,11.857142857142858
129.3,0,1,1,1,19,6,6,11.166666666666666,11.666666666666666
101.3,0,1,1,0,20,6,4,11.75,11.333333333333334
121.5,0,1,0,1,20,6,6,14.5,15.0
110.0,0,1,0,1,19,6,4,10.4,10.75
110.0,1,1,0,0,21,7,7,13.0,12.5
121.3,0,1,0,0,18,6,6,14.166666666666666,13.428571428571429
121.8,0,1,0,0,21,7,4,13.25,13.82
124.1,0,1,1,0,22,6,1,11.0,0.0
134.9,0,1,0,0,33,8,5,12.6,11.25
135.1,0,1,0,1,20,6,4,11.5,11.0
125.3,0,1,0,0,35,5,4,14.2,11.857142857142858
120.7,0,1,0,0,22,6,4,12.5,13.666666666666666
138.0,0,1,0,0,20,6,6,11.666666666666666,11.6
132.5,0,1,0,0,20,5,3,13.0,13.0
122.9,1,1,1,0,21,12,11,11.545454545454543,11.7
130.5,0,1,1,0,23,5,1,10.0,0.0
122.9,0,1,0,0,24,6,5,11.8,11.25
138.0,1,1,0,0,19,5,1,10.0,10.0
116.3,0,1,0,0,19,6,4,11.0,12.5
120.5,0,1,0,0,22,6,4,10.0,13.5
120.5,0,1,0,0,36,5,3,11.0,13.375
121.4,0,1,0,1,20,7,0,0.0,0.0
132.9,0,1,0,0,40,6,5,13.0,12.6
122.0,0,1,0,0,19,5,3,10.8,10.5
160.0,0,1,0,0,20,7,0,0.0,11.666666666666666
139.0,0,1,0,1,38,5,5,11.0,11.4
110.0,0,1,1,1,19,12,12,13.333333333333334,12.818181818181818
97.0,0,1,0,1,21,6,1,10.0,11.4
101.3,0,1,0,0,18,8,7,12.285714285714286,12.285714285714286
120.2,0,1,0,0,19,6,5,12.4,12.75
138.0,0,1,0,0,22,6,6,12.571428571428571,13.666666666666666
129.4,1,1,0,0,22,17,12,11.833333333333334,11.25
139.4,0,1,0,0,20,6,6,12.166666666666666,14.0
111.7,0,1,0,0,31,6,6,13.166666666666666,13.0
126.1,0,1,0,1,18,6,6,13.571428571428571,12.8
95.0,1,1,0,0,21,5,2,11.5,11.0
144.7,0,1,0,0,19,6,4,11.25,12.0
136.0,0,1,0,1,25,8,7,13.29,13.29
122.0,0,1,0,0,33,10,8,10.375,10.444444444444445
110.0,0,1,0,0,20,7,7,12.333333333333334,12.625
122.0,0,1,0,0,19,5,5,11.2,11.75
110.0,0,1,0,0,20,6,6,11.833333333333334,13.333333333333334
123.0,0,0,0,0,18,6,6,14.833333333333334,12.5
100.0,0,1,0,1,19,5,2,13.5,11.4
115.0,0,1,0,1,24,8,7,11.971428571428572,11.971428571428572
110.0,0,1,0,0,19,5,3,12.0,13.5
100.0,0,1,0,0,21,12,8,12.25,12.2
115.0,0,1,0,0,18,6,5,12.2,11.6
130.8,0,1,0,0,24,7,5,12.4,12.15
113.8,0,1,0,0,22,7,6,10.744444444444444,11.8375
138.0,0,0,0,1,44,6,4,12.75,10.0
133.0,0,1,0,0,20,5,2,10.0,11.0
132.0,1,1,0,0,19,0,0,0.0,0.0
125.7,0,1,0,1,18,8,7,13.242857142857144,13.242857142857144
138.3,0,0,0,0,18,6,5,12.6,11.8
108.0,0,1,0,1,21,5,4,12.25,11.8
122.0,0,1,0,0,20,6,4,12.75,11.333333333333334
133.0,0,1,0,1,18,6,0,0.0,11.0
110.0,0,1,0,0,18,5,1,14.0,14.0
110.0,1,1,0,0,27,6,6,12.125,12.0
133.5,1,1,0,0,18,6,4,13.5,10.666666666666666
131.8,0,1,0,0,20,5,0,0.0,0.0
129.8,0,1,0,0,19,5,3,14.0,11.75
129.2,0,1,0,0,20,6,6,12.666666666666666,11.5
115.0,0,1,0,0,22,6,4,12.25,11.6
123.0,0,1,0,0,22,6,3,15.0,10.25
128.4,0,1,0,0,20,0,0,0.0,0.0
115.2,0,1,0,0,18,6,6,13.5,13.333333333333334
153.6,0,1,0,0,45,6,5,13.6,13.0
119.8,1,1,0,0,25,5,4,11.25,12.0
128.0,0,1,1,0,20,5,3,10.5,11.25
122.3,0,1,1,0,22,6,4,11.25,11.0
125.7,0,1,1,0,20,7,6,13.016666666666666,13.016666666666666
107.0,0,1,0,0,18,6,6,11.714285714285714,10.375
150.0,0,1,0,0,21,5,3,12.666666666666666,12.75
107.0,0,1,1,0,21,0,0,0.0,0.0
114.0,0,1,1,0,18,6,6,13.0,10.0
160.1,0,1,1,0,18,5,3,14.0,12.666666666666666
141.4,0,1,1,0,25,6,6,13.166666666666666,12.6
110.0,0,1,1,0,18,5,4,13.0,12.333333333333334
115.1,0,1,1,0,21,6,3,11.25,0.0
164.3,0,1,1,1,24,7,6,10.857142857142858,11.857142857142858
131.8,0,1,1,0,22,5,4,11.75,11.0
108.0,0,1,1,0,28,13,8,11.625,11.0
132.0,0,1,1,0,18,5,0,0.0,10.0
135.0,1,1,1,0,21,5,3,12.333333333333334,11.25
110.0,0,1,0,0,28,5,4,11.5,12.0
168.2,0,1,0,0,21,5,3,10.666666666666666,12.5
135.1,0,1,0,0,20,6,1,17.0,17.0
160.0,0,1,0,1,18,5,3,12.666666666666666,12.5
126.8,0,1,0,0,18,7,5,14.06,12.571428571428571
140.5,0,1,0,0,30,5,3,10.333333333333334,12.8
133.0,0,1,0,0,18,6,4,11.5,10.75
130.5,0,1,1,0,18,7,6,11.833333333333334,11.833333333333334
107.0,0,1,0,0,19,6,2,13.0,10.833333333333334
108.0,0,1,0,0,20,6,0,0.0,0.0
125.7,0,1,0,0,32,7,7,13.761111111111113,12.06375
123.3,0,1,0,0,18,5,4,11.25,11.0
111.3,0,1,0,0,21,6,5,12.6,11.666666666666666
107.0,0,1,1,0,18,6,5,12.6,13.0
97.0,0,1,1,0,20,6,4,12.0,11.333333333333334
118.4,0,1,1,1,19,6,4,13.0,12.2
110.0,0,1,1,0,25,10,5,11.6,13.0
137.4,0,1,0,0,18,6,1,12.0,11.0
124.6,0,1,0,0,18,7,6,11.666666666666666,13.5
121.8,0,1,0,0,20,7,7,11.4375,11.425
157.0,1,1,0,1,18,6,5,11.6,11.0
131.0,0,1,0,0,18,5,5,12.666666666666666,13.0
118.8,0,1,1,0,19,7,6,12.933333333333332,13.716666666666669
150.0,0,1,1,0,21,6,5,11.857142857142858,10.571428571428571
138.8,0,0,1,0,18,5,3,11.333333333333334,13.5
134.1,0,1,0,0,24,5,2,11.5,14.333333333333334
121.3,0,1,0,1,19,8,6,11.833333333333334,11.833333333333334
121.8,0,1,0,1,20,6,4,14.0,11.0
115.2,0,1,0,0,18,0,0,0.0,0.0
126.0,0,1,1,1,19,0,0,0.0,0.0
130.2,0,1,1,0,19,6,5,11.4,10.0
120.9,0,1,1,0,24,6,0,0.0,0.0
100.0,0,1,1,0,26,6,6,12.0,10.8
134.0,0,1,1,0,18,5,0,0.0,0.0
125.5,0,1,1,0,18,5,5,12.0,11.333333333333334
128.7,0,1,1,0,23,5,4,14.0,13.8
112.2,1,1,1,0,18,5,2,10.0,0.0
137.0,0,1,1,0,19,5,5,14.0,13.25
134.3,0,1,0,0,19,5,5,14.2,13.8
107.0,0,1,0,0,20,7,6,11.666666666666666,13.0
115.3,0,1,0,1,18,5,3,13.0,11.0
100.0,0,1,0,0,20,7,6,11.616666666666667,13.0
140.4,0,1,0,1,20,6,2,10.0,10.75
113.4,0,1,0,0,20,5,3,10.333333333333334,10.666666666666666
145.3,0,1,0,1,18,6,5,12.8,13.4
112.1,0,1,0,1,20,7,5,13.188,12.892857142857142
99.7,1,0,0,0,22,5,0,0.0,0.0
121.7,0,1,0,0,18,0,0,0.0,0.0
124.7,0,1,0,0,18,6,3,12.333333333333334,10.833333333333334
170.0,1,1,0,0,47,1,0,0.0,0.0
130.0,0,1,0,0,28,5,4,11.25,10.5
123.0,0,1,0,1,18,5,3,11.666666666666666,13.5
140.0,0,1,0,1,26,6,6,12.666666666666666,13.166666666666666
126.6,1,0,0,0,21,10,8,11.5,10.0
122.8,0,1,0,0,23,6,2,10.0,10.0
105.9,0,1,0,0,35,3,3,11.816666666666668,11.333333333333334
145.0,0,1,0,0,25,7,6,12.125,13.3125
119.4,0,1,0,0,19,7,6,12.471428571428572,11.4625
155.0,0,1,0,0,24,17,11,12.909090909090908,13.555555555555555
125.4,0,1,0,0,19,6,5,12.4,12.4
123.2,0,1,0,0,18,6,1,11.0,0.0
110.8,0,1,0,0,18,6,6,11.833333333333334,12.5
142.3,0,1,0,1,18,7,7,13.79714285714286,13.775
113.9,0,1,0,0,18,6,6,12.5,12.333333333333334
140.0,0,1,0,0,24,6,6,11.428571428571429,13.0
115.5,0,1,0,0,19,6,4,11.0,11.0
147.8,0,1,0,0,20,7,6,11.757142857142856,13.083333333333334
128.8,0,1,0,0,19,5,3,10.333333333333334,13.0
125.0,0,1,0,0,18,6,5,12.6,11.4
136.8,0,1,0,0,18,5,5,14.0,11.6
121.6,0,1,0,0,18,7,5,12.0,12.666666666666666
125.9,0,1,0,0,19,5,4,12.0,12.0
130.0,0,1,0,0,26,5,4,13.0,12.0
110.0,0,1,0,0,36,16,13,10.692307692307692,12.307692307692308
100.0,0,1,0,0,20,6,5,12.0,11.25
130.0,1,1,0,1,30,6,0,0.0,0.0
112.0,0,1,0,0,20,5,3,10.333333333333334,11.0
133.0,0,1,0,0,19,7,5,13.98,13.98
131.2,0,1,0,0,19,5,1,11.0,11.2
148.0,0,1,0,1,31,5,4,11.25,10.833333333333334
104.0,1,1,0,0,42,11,10,11.9,12.8
116.6,0,0,0,1,18,7,7,12.285714285714286,13.333333333333334
140.0,0,1,0,0,21,6,5,12.666666666666666,13.5
100.0,0,1,0,0,20,7,6,13.25,13.75
121.0,0,1,0,0,19,6,3,10.333333333333334,10.333333333333334
122.5,0,1,0,0,22,6,5,13.166666666666666,12.4
140.0,0,1,0,0,21,6,4,12.75,11.0
140.0,0,1,0,0,26,7,5,11.2,12.14
128.9,0,1,0,1,18,6,5,11.6,11.2
121.7,0,1,0,0,20,6,3,10.333333333333334,10.333333333333334
114.8,0,1,0,0,19,6,4,12.25,11.0
127.0,0,1,0,0,19,6,6,12.0,12.75
112.2,0,1,0,0,20,5,3,11.333333333333334,10.666666666666666
118.2,0,1,0,1,20,6,4,11.25,10.5
100.0,0,1,0,0,18,2,0,0.0,16.0
120.7,1,1,0,0,18,5,1,12.0,12.0
114.3,0,1,0,1,20,6,5,12.8,12.8
132.4,0,1,0,0,19,5,5,11.8,11.25
129.8,0,1,0,0,20,6,5,10.6,10.4
131.3,0,1,0,0,20,6,5,14.333333333333334,12.625
118.6,0,1,0,1,21,6,5,13.2,11.8
140.0,0,1,0,0,20,6,6,12.666666666666666,13.0
101.0,1,1,0,0,22,6,5,13.333333333333334,11.4
116.9,0,1,0,0,18,7,6,10.666666666666666,12.833333333333334
120.4,0,1,0,0,20,5,3,11.333333333333334,12.6
132.0,0,0,0,0,18,6,5,12.2,10.833333333333334
143.7,0,1,0,0,27,7,4,14.0,12.525
152.8,0,1,0,0,26,7,7,14.75,13.8
120.7,0,1,0,0,18,6,4,10.75,0.0
100.9,0,1,1,0,24,5,1,12.0,10.5
116.9,0,1,1,1,19,5,3,11.666666666666666,11.666666666666666
118.4,0,1,1,0,20,5,5,10.0,12.0
121.1,0,1,1,1,18,5,5,13.2,12.6
121.8,0,1,1,0,20,5,4,10.2,11.0
146.8,0,1,1,0,25,5,5,14.2,13.5
138.0,1,1,1,0,22,6,6,12.625,14.5
138.0,0,1,1,0,18,8,6,13.496666666666668,13.496666666666668
117.8,0,1,1,0,20,5,3,11.0,12.0
130.0,1,1,1,0,23,6,3,11.5,10.666666666666666
143.9,0,1,1,0,20,5,2,11.0,12.666666666666666
116.8,0,1,1,0,20,5,3,12.4,10.833333333333334
150.0,0,1,0,1,28,5,5,10.6,10.2
128.8,0,1,0,0,19,6,6,14.833333333333334,13.285714285714286
126.7,0,1,0,0,19,7,4,12.45,11.7
134.7,0,1,0,0,20,6,5,13.4,13.0
113.2,1,1,0,0,20,6,6,13.333333333333334,14.0
124.3,0,1,0,1,18,7,5,11.98,11.98
118.0,0,1,0,0,20,5,4,11.0,13.2
140.0,0,1,0,0,19,6,5,12.666666666666666,11.75
109.7,0,1,0,0,19,6,5,12.2,13.0
123.2,0,1,0,0,27,5,3,10.666666666666666,11.4
116.5,0,1,0,0,18,5,3,11.666666666666666,11.0
121.0,0,1,0,0,18,5,2,10.5,12.333333333333334
133.8,0,1,0,0,18,8,8,14.26875,14.26875
131.8,0,1,0,1,19,5,2,10.5,13.333333333333334
121.0,0,1,0,0,21,6,5,11.2,10.0
143.3,0,0,0,0,23,12,9,13.666666666666666,13.5
114.9,1,1,0,1,19,6,5,11.4,10.0
121.0,1,1,0,0,18,6,5,10.6,10.0
117.4,0,1,0,0,19,7,5,11.8,11.708333333333334
126.7,0,1,0,0,18,6,5,11.833333333333334,12.0
130.0,0,1,1,0,21,6,6,12.571428571428571,13.0
137.2,0,1,1,0,20,6,3,10.0,10.8
130.0,0,0,1,0,20,6,5,13.2,12.0
123.0,0,1,1,0,37,5,5,15.8,17.6
138.5,0,1,1,0,18,6,5,13.8,12.4
113.6,0,1,1,0,23,6,6,13.0,12.0
133.3,0,1,1,0,18,6,4,13.75,11.2
116.9,0,1,1,0,32,11,7,11.285714285714286,12.333333333333334
146.5,1,1,1,0,19,12,11,12.0,11.181818181818182
144.7,0,1,1,0,20,0,0,0.0,0.0
100.0,1,1,1,0,40,5,1,11.0,10.0
111.3,0,1,1,0,20,5,5,10.2,11.2
150.0,0,1,0,0,20,5,4,12.0,12.4
131.1,0,1,0,0,19,7,6,13.411428571428573,13.294444444444444
123.9,0,1,0,0,19,6,4,11.8,12.2
110.6,0,1,0,0,20,7,6,11.833333333333334,14.333333333333334
129.0,0,1,0,0,18,8,6,13.345,13.345
137.2,0,1,0,0,18,6,6,12.166666666666666,12.75
130.0,0,0,0,1,22,6,6,11.0,12.0
113.5,1,1,0,0,20,5,2,11.5,10.0
141.3,1,0,0,0,23,6,6,14.0,13.0
121.3,0,1,0,0,20,6,6,11.166666666666666,11.5
120.0,0,1,0,0,21,5,5,12.8,12.666666666666666
130.8,0,1,0,0,20,6,6,12.5,11.5
125.4,0,0,0,1,20,7,7,13.462857142857144,13.164285714285716
131.6,0,1,0,0,20,7,6,14.714285714285714,13.2
120.0,1,1,0,0,21,5,5,13.2,12.5
121.8,0,1,1,0,18,5,4,12.0,11.0
126.6,0,1,1,0,23,7,5,12.414285714285713,13.5
115.7,0,0,1,0,22,5,4,11.5,14.0
113.3,0,1,0,0,18,5,4,14.25,12.714285714285714
112.6,0,1,0,0,22,6,5,12.6,11.25
120.4,1,0,1,0,18,5,0,0.0,0.0
131.5,0,1,1,1,21,7,5,11.2,11.583333333333334
113.8,0,1,0,0,21,6,6,10.833333333333334,11.0
130.0,0,1,0,0,20,6,4,11.25,10.0
110.0,0,1,0,0,37,5,2,10.0,11.333333333333334
100.0,1,1,0,0,37,8,7,11.375,12.166666666666666
129.3,1,1,0,0,28,6,0,0.0,0.0
122.2,0,1,0,0,18,5,1,11.0,12.5
121.3,0,1,0,0,34,8,7,11.705714285714285,11.705714285714285
150.0,0,1,0,0,31,6,6,12.0,13.428571428571429
131.7,0,1,0,0,18,6,6,12.666666666666666,12.25
130.0,0,1,0,0,31,6,0,0.0,0.0
141.0,0,1,1,0,18,5,2,11.666666666666666,12.5
120.0,0,1,1,0,24,5,3,10.666666666666666,10.5
116.9,1,0,1,0,18,5,3,12.0,10.333333333333334
113.0,0,1,1,1,41,5,4,11.0,11.4
145.6,0,1,1,0,34,5,4,11.75,10.833333333333334
107.8,0,1,0,1,20,7,5,14.46,13.55
130.0,0,1,0,0,22,6,5,12.8,11.5
115.1,0,1,0,1,18,6,4,12.0,10.75
118.0,0,1,0,1,18,6,6,14.333333333333334,14.0
121.6,0,1,0,0,18,6,5,12.333333333333334,10.6
146.6,1,1,0,0,18,6,5,13.6,11.75
142.2,0,1,0,0,19,6,4,12.5,12.5
120.0,0,1,0,0,21,6,5,12.2,12.6
108.8,0,1,0,0,18,7,5,11.4,13.333333333333334
133.0,0,1,0,0,18,0,0,0.0,0.0
120.0,0,1,0,0,18,6,3,12.0,10.25
