admission_grade,age_at_enrollment,application_order,course,curricular_units_1st_sem_approved,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,daytime_evening_attendance,debtor,displaced,educational_special_needs,fathers_occupation,fathers_qualification,gdp,gender,inflation_rate,international,marital_status,mothers_occupation,mothers_qualification,nationality,previous_qualification,previous_qualification_grade,scholarship_holder,target,tuition_fees_up_to_date,unemployment_rate,dataset_marker
138.3,18,4,12,7,0,8,8,13.297142857142855,0,0,8,1,0,1,0,4,27,1.74,0,1.4,0,1,4,23,1,1,144.0,0,Graduate,1,10.8,df1
103.5,20,1,6,6,0,6,14,13.923076923076923,0,0,6,1,0,1,0,7,14,-4.06,0,2.8,0,1,5,13,1,1,133.1,0,Graduate,1,15.5,df1
132.0,18,6,12,7,0,7,11,13.37,0,0,8,1,0,1,0,7,14,-4.06,0,2.8,0,1,6,23,1,1,131.0,0,Graduate,1,15.5,df1
128.7,20,1,14,4,0,5,5,15.0,0,0,5,1,0,1,0,3,1,0.32,0,2.6,0,1,3,1,1,1,137.0,0,Dropout,1,7.6,df1
135.7,18,1,16,6,0,6,6,13.333333333333334,0,0,6,1,1,0,0,6,14,-1.7,0,3.7,0,1,10,13,1,1,120.0,1,Graduate,1,12.7,df1
111.9,22,2,3,5,0,6,7,13.4,0,0,6,0,0,1,0,1,9,0.32,0,2.6,0,1,1,13,1,1,127.0,0,Graduate,1,7.6,df1
125.7,21,1,17,4,1,5,9,11.5,0,1,5,0,0,0,0,8,28,3.51,0,1.4,0,1,6,13,1,1,130.0,0,Graduate,1,8.9,df1
129.4,18,1,12,7,0,8,8,13.485714285714284,0,0,8,1,0,0,0,5,14,-1.7,0,3.7,0,1,5,13,1,1,137.0,0,Graduate,1,12.7,df1
138.0,18,1,5,6,0,6,6,12.0,0,0,6,1,0,0,1,6,14,3.51,0,1.4,0,1,5,10,1,1,122.0,1,Graduate,1,8.9,df1
110.0,19,1,2,0,0,0,0,0.0,0,0,0,1,0,1,0,2,27,-4.06,0,2.8,0,1,10,22,1,1,115.0,0,Dropout,1,15.5,df1
130.5,19,3,12,7,0,8,11,13.258571428571427,0,0,8,1,0,1,0,8,27,1.74,0,1.4,0,1,8,1,1,1,130.0,0,Graduate,1,10.8,df1
120.7,19,1,11,3,0,6,9,11.666666666666666,0,0,6,1,0,1,0,8,27,1.74,0,1.4,0,1,10,23,1,1,150.0,0,Dropout,0,10.8,df1
129.7,21,4,11,6,0,6,7,13.571428571428571,0,0,6,1,0,1,0,8,27,3.51,0,1.4,0,1,10,23,1,1,120.0,1,Graduate,1,8.9,df1
128.0,20,2,15,5,0,6,9,11.8,0,0,6,1,0,0,0,8,27,-4.06,0,2.8,1,1,10,1,14,1,142.0,1,Graduate,1,15.5,df1
133.0,20,1,9,5,0,5,7,14.2,0,0,5,1,0,1,0,10,14,2.02,0,0.6,0,1,4,13,1,1,131.0,1,Graduate,1,11.1,df1
150.0,41,1,17,5,0,5,8,11.0,0,0,5,0,0,0,0,10,27,0.32,0,2.6,0,1,10,22,1,12,120.0,0,Graduate,1,7.6,df1
138.0,18,3,12,7,0,8,8,14.652857142857142,0,0,8,1,0,1,0,6,1,1.74,0,1.4,0,1,10,23,1,1,118.0,0,Graduate,1,10.8,df1
122.8,35,1,3,6,0,6,9,11.333333333333334,0,0,6,0,0,0,0,5,27,-4.06,0,2.8,0,4,4,22,1,1,136.0,1,Graduate,1,15.5,df1
124.5,32,1,12,4,0,7,12,13.7,0,0,7,1,1,0,0,10,27,-0.92,0,0.3,0,1,10,22,1,1,133.1,0,Dropout,0,16.2,df1
125.4,37,1,3,11,7,11,11,13.727272727272728,0,4,8,0,0,0,0,10,27,1.79,0,0.5,0,1,6,13,1,15,130.0,0,Graduate,1,12.4,df1
153.6,30,2,9,7,4,7,9,11.75,0,3,8,1,0,0,0,10,27,-1.7,0,3.7,0,2,10,3,1,3,140.0,0,Dropout,1,12.7,df1
135.0,23,2,15,6,0,6,9,12.333333333333334,0,0,6,1,0,0,0,1,14,0.32,1,2.6,0,1,1,13,1,1,133.1,0,Graduate,1,7.6,df1
110.0,20,2,15,6,0,6,6,14.0,0,0,6,1,0,1,0,8,1,-4.06,0,2.8,0,1,3,3,1,1,127.0,1,Dropout,1,15.5,df1
121.0,21,1,14,4,0,5,7,11.5,0,0,5,1,0,0,0,8,27,-3.12,1,-0.8,0,1,6,13,1,1,147.0,0,Graduate,1,9.4,df1
144.9,19,1,9,5,0,5,6,11.2,0,0,5,1,0,0,0,8,14,1.79,1,0.5,0,1,6,23,1,1,133.1,0,Graduate,1,12.4,df1
119.7,18,4,12,7,0,8,8,15.07,0,0,8,1,0,1,0,4,14,1.74,1,1.4,0,1,5,1,1,1,120.0,1,Graduate,1,10.8,df1
127.3,18,1,7,1,0,5,6,10.0,0,0,5,1,0,0,0,1,24,1.74,1,1.4,0,1,1,19,1,1,147.0,0,Dropout,1,10.8,df1
147.5,22,1,14,4,0,6,11,13.0,0,0,6,1,0,1,0,10,27,-1.7,1,3.7,0,1,10,1,1,1,142.0,0,Graduate,1,12.7,df1
121.7,18,4,11,4,0,6,7,11.0,0,0,6,1,0,1,0,6,1,-0.92,1,0.3,0,1,6,13,1,1,120.0,0,Dropout,1,16.2,df1
132.5,18,2,10,6,0,6,8,13.571428571428571,0,0,6,1,0,1,0,7,27,-3.12,0,-0.8,0,1,6,22,1,1,120.0,0,Graduate,1,9.4,df1
139.4,21,2,5,5,0,6,7,14.6,0,0,6,1,0,1,0,2,1,-0.92,1,0.3,1,1,10,2,17,1,120.0,0,Graduate,1,16.2,df1
110.0,38,1,12,3,0,7,13,11.833333333333334,0,0,7,1,1,0,0,10,27,-0.92,0,0.3,0,4,10,22,1,1,150.0,0,Dropout,1,16.2,df1
125.7,19,1,13,7,0,7,11,12.625,0,0,8,1,0,0,0,10,27,-1.7,0,3.7,0,1,10,23,1,1,100.0,1,Graduate,1,12.7,df1
122.9,36,1,12,4,0,7,12,11.5,0,0,7,1,0,0,0,10,27,-0.92,0,0.3,0,6,10,22,1,1,125.0,0,Dropout,1,16.2,df1
168.2,18,1,6,4,0,5,8,13.25,1,0,5,1,0,1,0,10,1,-1.7,0,3.7,0,1,10,1,1,1,131.0,0,Graduate,1,12.7,df1
100.0,19,3,12,7,0,7,9,12.60625,0,0,8,1,0,1,0,6,14,1.79,0,0.5,0,1,6,13,1,1,134.0,0,Graduate,1,12.4,df1
144.7,21,1,6,8,7,10,15,13.75,0,4,9,1,1,0,0,10,28,3.51,0,1.4,0,1,10,13,1,16,126.0,0,Dropout,0,8.9,df1
116.1,18,1,10,5,0,6,11,11.142857142857142,0,0,6,1,0,0,0,10,14,-0.92,0,0.3,0,1,10,13,1,1,133.1,1,Graduate,1,16.2,df1
103.5,20,1,9,1,0,5,9,10.0,0,0,5,1,0,1,0,8,27,0.32,0,2.6,0,1,10,22,1,1,130.0,0,Dropout,1,7.6,df1
130.5,18,1,11,6,0,6,8,11.666666666666666,0,0,6,1,1,1,0,8,1,0.79,0,-0.3,0,1,6,13,1,1,138.0,0,Graduate,1,13.9,df1
157.0,18,1,14,6,0,6,8,14.0,0,0,6,1,0,0,0,5,14,2.02,0,0.6,0,1,5,1,1,1,123.0,1,Graduate,1,11.1,df1
111.7,25,2,8,0,0,5,9,0.0,4,0,5,1,0,0,0,1,24,1.74,0,1.4,0,1,1,19,1,3,146.0,0,Dropout,1,10.8,df1
135.0,19,6,12,7,0,8,9,12.04142857142857,0,0,8,1,0,1,0,5,1,1.74,0,1.4,0,1,5,1,1,1,122.0,0,Graduate,1,10.8,df1
152.4,18,1,2,0,0,0,0,0.0,0,0,0,1,0,1,0,8,14,0.79,0,-0.3,0,1,8,13,1,1,137.0,1,Graduate,1,13.9,df1
121.3,39,1,11,13,12,13,14,13.76923076923077,0,9,12,1,0,0,0,7,1,0.79,0,-0.3,0,1,4,1,1,15,133.1,0,Graduate,1,13.9,df1
97.0,29,1,4,18,13,18,20,15.444444444444445,0,11,13,1,0,0,0,10,27,-4.06,0,2.8,0,2,10,23,1,1,120.0,0,Graduate,1,15.5,df1
110.0,23,1,5,2,0,3,3,10.0,0,0,6,1,0,0,0,4,2,1.74,0,1.4,0,1,10,22,1,3,133.1,0,Dropout,0,10.8,df1
132.0,21,1,16,4,0,6,8,12.25,0,0,6,1,0,1,0,6,27,-1.7,0,3.7,0,1,6,1,1,1,148.0,0,Dropout,1,12.7,df1
132.9,18,1,10,6,0,6,6,14.5,0,0,6,1,0,0,0,5,14,1.74,0,1.4,0,1,5,1,1,1,127.0,0,Graduate,0,10.8,df1
110.0,23,1,6,6,0,6,7,15.571428571428571,0,0,6,1,0,1,0,6,14,1.79,0,0.5,0,1,6,1,1,15,117.0,0,Graduate,1,12.4,df1
138.3,18,1,8,6,0,6,7,15.571428571428571,0,0,6,1,0,0,0,5,14,2.02,0,0.6,0,1,5,1,1,1,154.0,0,Graduate,1,11.1,df1
131.6,32,1,3,5,0,6,8,13.8,0,0,6,0,0,0,0,9,27,-3.12,0,-0.8,0,2,5,22,1,12,120.0,0,Graduate,1,9.4,df1
131.8,29,2,9,3,0,5,8,10.666666666666666,0,0,5,1,1,0,0,8,27,1.74,0,1.4,0,2,10,13,1,1,133.1,0,Dropout,0,10.8,df1
110.0,20,6,10,5,0,6,8,11.6,0,0,6,1,1,1,0,35,28,3.51,0,1.4,0,1,32,1,1,1,135.0,1,Graduate,1,8.9,df1
121.3,28,1,10,1,0,6,11,13.0,0,0,6,1,0,1,0,1,24,-3.12,0,-0.8,0,1,1,19,1,1,133.1,0,Dropout,0,9.4,df1
149.5,27,1,9,3,0,5,9,12.0,0,0,5,1,0,0,0,10,28,1.74,0,1.4,0,1,2,23,1,3,120.0,0,Graduate,1,10.8,df1
97.0,22,2,12,12,11,14,14,12.333333333333334,2,11,14,1,1,0,0,1,24,0.32,0,2.6,0,1,12,22,1,1,156.0,0,Graduate,1,7.6,df1
138.0,28,1,3,1,0,6,12,11.0,0,0,6,0,0,0,0,6,28,-1.7,0,3.7,0,1,1,22,1,3,133.1,0,Dropout,0,12.7,df1
101.3,43,1,4,4,0,6,10,12.25,0,0,6,1,1,0,0,10,27,3.51,0,1.4,0,2,10,22,1,1,133.1,0,Dropout,0,8.9,df1
122.8,32,1,13,0,0,7,7,0.0,7,0,8,1,0,1,0,10,27,1.74,0,1.4,0,1,10,22,1,1,140.0,0,Dropout,0,10.8,df1
135.6,35,1,12,8,0,8,9,13.63,1,0,8,1,0,0,0,5,1,-3.12,0,-0.8,0,4,10,23,1,12,130.0,1,Graduate,1,9.4,df1
138.3,21,1,14,3,0,5,8,13.0,0,0,5,1,0,1,0,1,27,0.32,0,2.6,0,1,1,22,1,1,128.0,0,Graduate,1,7.6,df1
110.0,18,1,12,7,0,7,7,16.9,0,0,8,1,0,0,0,8,28,-0.92,0,0.3,0,1,4,3,1,1,101.0,1,Graduate,1,16.2,df1
110.0,18,4,10,5,0,6,10,12.0,0,0,6,1,0,1,0,9,14,-0.92,0,0.3,0,1,6,13,1,1,131.0,0,Graduate,1,16.2,df1
120.5,22,1,3,6,3,6,6,12.5,0,2,6,0,0,1,0,7,27,1.79,0,0.5,0,1,8,13,1,14,130.0,0,Graduate,1,12.4,df1
121.6,19,2,12,7,0,8,8,12.764285714285714,0,0,8,1,0,1,0,11,1,1.74,0,1.4,0,1,5,1,1,1,140.0,0,Graduate,1,10.8,df1
100.0,18,2,9,5,0,5,8,13.75,0,0,5,1,0,1,0,8,28,0.79,0,-0.3,0,1,10,13,1,1,133.0,1,Graduate,1,13.9,df1
115.0,19,2,2,0,0,0,0,0.0,0,0,0,1,1,1,0,5,1,1.79,0,0.5,0,1,4,24,1,1,141.0,0,Dropout,1,12.4,df1
109.5,18,1,12,7,0,7,7,14.604285714285712,0,0,8,1,0,0,0,6,1,2.02,0,0.6,0,1,10,13,1,1,133.1,1,Graduate,1,11.1,df1
112.4,31,1,17,0,0,5,7,0.0,0,0,5,0,1,0,0,4,29,-0.92,0,0.3,0,2,6,13,1,12,100.0,0,Dropout,0,16.2,df1
104.2,33,1,3,5,0,6,9,13.833333333333334,0,0,6,0,1,0,0,6,14,-3.12,0,-0.8,0,2,2,1,1,12,140.0,1,Graduate,1,9.4,df1
126.3,19,3,12,8,0,8,8,13.57625,0,0,8,1,0,1,0,8,28,-3.12,0,-0.8,0,1,8,13,1,1,142.0,1,Graduate,1,9.4,df1
110.0,18,1,10,6,0,6,7,15.142857142857142,0,0,6,1,0,1,0,8,28,-1.7,0,3.7,0,1,8,23,1,1,150.0,1,Graduate,1,12.7,df1
107.0,23,1,9,3,0,5,8,10.666666666666666,0,0,5,1,0,0,0,4,14,0.32,0,2.6,0,1,5,7,1,1,120.0,0,Graduate,1,7.6,df1
115.1,20,1,10,5,0,6,11,11.2,0,0,6,1,0,1,0,8,28,-3.12,0,-0.8,0,1,6,23,1,1,136.0,0,Graduate,1,9.4,df1
140.7,18,5,12,8,0,8,8,13.76375,0,0,8,1,0,1,0,9,28,-3.12,0,-0.8,0,1,5,23,1,1,127.0,0,Graduate,1,9.4,df1
118.7,22,1,10,5,0,6,10,10.714285714285714,0,0,6,1,0,0,0,7,28,-1.7,0,3.7,0,1,6,13,1,1,125.0,1,Graduate,1,12.7,df1
126.8,20,1,10,6,0,6,6,12.166666666666666,0,0,6,1,1,1,0,5,14,-3.12,0,-0.8,0,1,5,1,1,1,130.0,0,Graduate,1,9.4,df1
100.0,23,1,12,6,1,7,8,14.357142857142858,0,1,7,1,0,1,0,11,28,0.32,0,2.6,0,1,5,13,1,3,141.0,0,Graduate,1,7.6,df1
100.0,19,2,15,6,0,6,6,12.833333333333334,0,0,6,1,0,1,0,6,1,-0.92,0,0.3,0,1,5,3,1,1,133.1,0,Graduate,1,16.2,df1
130.6,19,6,12,7,0,8,8,13.925714285714283,0,0,8,1,0,1,0,2,27,1.74,0,1.4,0,1,2,1,1,1,116.0,0,Graduate,1,10.8,df1
122.8,26,1,17,2,0,5,9,12.0,0,0,5,0,0,0,0,5,28,1.74,0,1.4,0,1,8,13,1,1,133.1,0,Dropout,1,10.8,df1
102.8,18,6,12,7,0,7,7,13.44285714285714,0,0,8,1,0,1,0,4,27,-0.92,0,0.3,0,1,5,1,1,1,140.0,0,Graduate,1,16.2,df1
122.9,18,1,7,1,0,5,5,16.0,0,0,5,1,0,1,0,8,27,-3.12,1,-0.8,0,1,8,1,1,1,115.0,0,Dropout,1,9.4,df1
123.7,20,1,4,6,0,6,8,13.125,0,0,6,1,0,1,0,10,27,-0.92,1,0.3,0,1,10,23,1,14,130.0,0,Graduate,1,16.2,df1
136.0,19,1,14,0,0,6,7,0.0,0,0,6,1,0,0,0,5,1,-4.06,1,2.8,0,1,5,3,1,1,128.0,0,Dropout,1,15.5,df1
130.5,32,1,17,5,5,9,9,11.4,0,4,4,0,0,0,0,10,27,1.74,1,1.4,0,1,10,22,1,1,142.0,0,Dropout,0,10.8,df1
122.3,31,1,8,2,0,4,12,11.0,2,0,5,1,0,0,0,5,14,-3.12,1,-0.8,0,2,5,13,1,1,129.0,0,Dropout,0,9.4,df1
122.0,21,1,6,5,2,6,14,13.666666666666666,0,2,6,1,0,1,0,2,3,-0.92,0,0.3,0,1,10,13,1,14,147.0,0,Graduate,1,16.2,df1
128.0,31,1,17,4,2,6,10,11.75,0,0,5,0,0,0,0,10,27,-1.7,0,3.7,0,2,5,22,1,1,138.0,0,Dropout,0,12.7,df1
131.7,34,1,16,1,0,7,11,10.0,0,0,7,1,0,0,0,6,27,-0.92,0,0.3,0,2,6,22,1,1,132.0,0,Dropout,1,16.2,df1
97.0,18,1,10,6,0,6,8,13.5,0,0,6,1,0,0,0,10,14,2.02,0,0.6,0,1,10,13,1,1,130.0,1,Graduate,1,11.1,df1
95.0,19,3,10,0,0,6,0,0.0,0,0,6,1,1,1,0,10,14,1.79,0,0.5,0,1,10,13,1,1,140.0,0,Dropout,1,12.4,df1
121.8,18,2,16,3,0,6,11,13.0,0,0,6,1,0,1,0,4,27,-3.12,0,-0.8,0,1,6,23,1,1,110.0,0,Dropout,0,9.4,df1
144.7,20,1,11,6,0,6,7,14.833333333333334,0,0,6,1,0,1,0,9,29,2.02,0,0.6,0,1,5,13,1,1,143.0,0,Graduate,1,11.1,df1
108.0,20,1,15,6,0,6,6,11.833333333333334,0,0,6,1,0,1,0,6,27,-4.06,0,2.8,0,1,10,23,1,1,140.0,0,Graduate,1,15.5,df1
116.1,18,3,14,5,0,6,10,12.0,0,0,6,1,0,1,1,9,28,2.02,0,0.6,0,1,8,23,1,1,118.0,1,Graduate,1,11.1,df1
127.1,19,1,10,4,0,6,11,12.75,0,0,6,1,0,1,0,9,28,0.32,0,2.6,0,1,8,23,1,1,130.0,0,Graduate,1,7.6,df1
115.5,30,1,8,0,0,6,7,0.0,0,0,6,1,0,1,0,6,1,2.02,0,0.6,0,4,6,3,1,1,170.0,1,Dropout,1,11.1,df1
138.0,19,1,10,6,0,6,6,12.0,0,0,6,1,0,1,0,6,28,2.02,0,0.6,0,1,6,13,1,1,133.1,0,Graduate,1,11.1,df1
100.0,19,3,13,7,0,7,9,11.677777777777775,0,0,8,1,0,1,0,8,27,-1.7,0,3.7,0,1,8,23,1,1,120.0,0,Graduate,1,12.7,df1
126.1,19,4,12,7,0,8,8,13.6,0,0,8,1,0,1,0,8,27,-1.7,0,3.7,0,1,5,1,1,1,110.0,1,Graduate,1,12.7,df1
125.7,19,1,6,6,0,6,7,16.0,0,0,6,1,0,1,0,10,28,1.79,0,0.5,0,1,10,13,1,1,126.0,0,Graduate,1,12.4,df1
125.4,20,3,10,5,0,6,9,11.8,0,0,6,1,0,1,0,4,1,0.32,0,2.6,0,1,4,1,1,1,141.0,0,Graduate,1,7.6,df1
124.5,25,1,7,0,0,5,5,0.0,0,2,6,1,1,0,0,4,27,0.79,1,-0.3,0,1,10,13,1,1,167.0,0,Dropout,1,13.9,df1
102.8,19,2,15,0,0,6,0,0.0,0,0,6,1,0,0,0,10,14,1.79,1,0.5,0,1,10,13,1,1,141.0,0,Dropout,1,12.4,df1
133.0,34,1,16,6,0,6,7,16.142857142857142,0,0,6,1,1,0,0,4,14,-3.12,0,-0.8,0,2,8,22,1,1,112.0,1,Graduate,1,9.4,df1
130.5,18,2,12,7,0,8,8,11.785714285714286,0,0,8,1,0,1,0,6,27,-1.7,0,3.7,0,1,10,23,1,1,123.0,1,Graduate,1,12.7,df1
125.0,18,6,12,8,0,8,8,13.42375,0,0,8,1,0,1,0,6,1,-3.12,0,-0.8,0,1,5,1,1,1,143.0,1,Graduate,1,9.4,df1
120.7,20,1,14,6,0,6,8,12.5,0,0,6,1,0,0,0,11,28,2.02,0,0.6,0,1,10,23,1,1,120.0,0,Graduate,1,11.1,df1
100.0,20,2,12,7,0,8,8,12.464285714285714,0,0,8,1,0,1,0,8,27,1.74,0,1.4,0,1,10,13,1,1,135.0,1,Graduate,1,10.8,df1
117.1,28,1,14,1,0,6,8,10.0,0,0,6,1,0,0,0,7,27,1.74,0,1.4,0,1,7,22,1,1,140.0,0,Dropout,1,10.8,df1
101.3,19,1,9,5,0,5,5,12.6,0,0,5,1,0,1,0,10,28,-0.92,0,0.3,0,1,10,13,1,1,138.0,0,Graduate,1,16.2,df1
160.0,34,1,9,2,0,5,7,10.0,0,0,5,1,0,1,0,9,27,0.32,0,2.6,0,2,10,23,1,1,132.0,0,Dropout,1,7.6,df1
118.1,35,1,16,0,0,7,7,0.0,0,0,6,1,0,0,0,9,27,3.51,0,1.4,0,2,8,22,1,1,132.0,0,Dropout,1,8.9,df1
130.6,32,1,17,5,0,5,7,11.6,0,0,5,0,0,0,0,8,27,1.79,0,0.5,0,1,10,22,1,15,130.0,0,Graduate,1,12.4,df1
125.3,19,2,11,6,0,6,8,12.166666666666666,0,0,6,1,0,1,0,8,14,2.02,0,0.6,0,1,5,13,1,1,125.0,0,Graduate,1,11.1,df1
120.7,18,5,14,4,0,6,10,13.6,0,0,6,1,0,1,0,8,14,2.02,0,0.6,0,1,10,1,1,1,133.0,0,Graduate,1,11.1,df1
125.7,35,1,9,4,0,5,8,12.5,1,0,5,1,0,0,0,10,27,-3.12,0,-0.8,0,2,10,22,1,1,140.0,0,Dropout,0,9.4,df1
123.0,20,1,10,6,0,6,7,11.714285714285714,0,0,6,1,0,1,0,10,27,0.79,0,-0.3,0,1,10,13,1,1,117.0,1,Graduate,1,13.9,df1
156.9,18,3,15,6,0,6,7,13.5,0,0,6,1,0,1,0,10,14,-0.92,1,0.3,1,1,5,13,4,1,123.0,1,Graduate,1,16.2,df1
100.0,20,3,12,7,0,8,8,13.024285714285714,0,0,8,1,0,1,0,10,14,1.74,1,1.4,0,1,8,23,1,1,135.0,1,Graduate,1,10.8,df1
95.0,18,5,11,0,0,6,12,0.0,0,0,6,1,0,1,0,8,14,-3.12,1,-0.8,0,1,5,1,1,1,136.0,0,Dropout,0,9.4,df1
132.7,18,1,7,5,0,5,6,17.333333333333332,0,0,5,1,0,0,0,5,14,1.79,1,0.5,0,1,5,13,1,1,138.0,1,Graduate,1,12.4,df1
131.6,20,1,14,4,0,5,7,11.0,0,0,5,1,0,0,0,8,27,-3.12,1,-0.8,0,1,6,13,1,1,118.0,1,Graduate,1,9.4,df1
115.5,19,2,16,6,0,7,10,13.666666666666666,0,0,7,1,0,1,0,4,28,1.79,1,0.5,0,1,4,13,1,1,110.0,0,Dropout,1,12.4,df1
156.3,19,1,10,6,0,6,6,12.833333333333334,0,0,6,1,0,0,0,10,1,1.74,1,1.4,0,1,10,13,1,1,111.0,0,Graduate,1,10.8,df1
131.8,20,1,15,5,0,6,9,12.6,0,0,6,1,0,1,0,1,27,0.32,1,2.6,0,1,1,21,1,1,123.0,0,Graduate,1,7.6,df1
101.3,22,1,12,6,0,7,8,14.333333333333334,0,0,8,1,0,1,0,8,14,2.02,1,0.6,0,1,10,13,1,1,140.0,0,Graduate,1,11.1,df1
106.0,19,1,12,7,0,8,8,14.285714285714286,0,0,8,1,0,0,0,10,28,-1.7,1,3.7,0,1,10,23,1,1,170.0,0,Graduate,1,12.7,df1
132.0,22,1,4,3,2,6,15,11.75,0,0,6,1,0,0,0,8,14,0.79,1,-0.3,0,1,10,1,1,14,160.0,0,Dropout,1,13.9,df1
130.5,20,5,7,5,0,5,5,14.8,0,0,5,1,0,1,0,10,10,3.51,1,1.4,1,1,3,4,4,1,140.0,0,Graduate,1,8.9,df1
123.7,34,1,4,0,0,6,7,0.0,0,0,6,1,1,0,0,4,31,1.79,1,0.5,0,2,10,1,1,1,142.0,0,Dropout,0,12.4,df1
121.3,24,1,3,1,0,6,14,10.0,0,0,5,0,0,0,0,5,1,-0.92,1,0.3,0,2,5,1,1,12,140.0,0,Dropout,1,16.2,df1
141.8,26,2,14,0,0,5,5,0.0,0,0,5,1,0,1,0,1,24,0.32,1,2.6,0,1,1,19,1,1,120.0,0,Dropout,1,7.6,df1
129.8,35,1,12,4,0,7,10,12.6,0,0,7,1,0,0,0,7,27,1.79,1,0.5,0,1,10,22,1,1,143.0,0,Dropout,1,12.4,df1
121.7,22,1,17,5,0,5,9,12.428571428571429,1,0,5,0,0,1,0,10,27,0.32,1,2.6,0,1,5,2,1,1,135.0,0,Graduate,1,7.6,df1
108.0,19,1,9,3,0,5,7,12.333333333333334,0,0,5,1,0,0,0,5,14,3.51,1,1.4,0,1,4,1,1,1,124.0,0,Dropout,1,8.9,df1
130.5,19,5,11,0,0,6,0,0.0,0,0,6,1,0,1,0,10,14,3.51,1,1.4,0,1,4,3,1,1,142.0,0,Dropout,0,8.9,df1
139.6,20,1,2,0,0,0,0,0.0,0,0,0,1,1,0,0,3,3,-4.06,1,2.8,0,1,3,3,1,14,140.0,0,Graduate,1,15.5,df1
122.9,21,1,14,10,5,11,12,12.1,0,2,8,1,1,0,0,11,3,2.02,1,0.6,0,1,2,3,1,1,148.0,0,Graduate,1,11.1,df1
139.6,19,2,15,6,0,6,7,14.714285714285714,0,0,6,1,0,1,0,8,14,0.79,0,-0.3,0,1,8,1,1,1,130.0,1,Graduate,1,13.9,df1
128.9,18,3,15,6,0,6,6,12.666666666666666,0,0,6,1,0,1,0,10,14,-1.7,0,3.7,0,1,10,13,1,1,140.0,0,Graduate,1,12.7,df1
140.0,23,1,4,12,7,12,14,14.384615384615383,0,5,10,1,0,0,0,9,28,3.51,0,1.4,0,1,9,1,1,16,133.1,1,Graduate,1,8.9,df1
122.8,18,3,9,5,0,5,5,13.4,0,0,5,1,0,1,0,8,28,-1.7,0,3.7,0,1,6,13,1,1,100.0,1,Graduate,1,12.7,df1
103.5,18,1,12,7,0,8,8,13.314285714285717,0,0,8,1,0,1,0,8,28,-1.7,0,3.7,0,1,6,22,1,1,160.0,0,Graduate,1,12.7,df1
121.7,19,3,12,7,0,8,8,11.98857142857143,0,0,8,1,0,1,0,10,28,1.74,0,1.4,0,1,10,23,1,1,120.0,0,Graduate,1,10.8,df1
142.3,21,1,9,11,6,11,17,11.545454545454543,0,3,9,1,0,1,0,37,14,3.51,0,1.4,0,1,21,1,1,16,145.0,0,Graduate,1,8.9,df1
127.5,18,1,6,6,0,6,13,16.46153846153846,0,0,6,1,0,1,0,7,27,-4.06,0,2.8,0,1,10,22,1,1,124.0,1,Graduate,1,15.5,df1
135.0,24,1,15,6,0,6,7,13.666666666666666,0,0,6,1,0,1,0,6,27,1.74,0,1.4,0,1,10,23,1,1,133.1,1,Graduate,1,10.8,df1
116.1,18,4,12,7,0,7,8,12.65,0,0,8,1,0,1,0,4,29,-0.92,0,0.3,0,1,3,3,1,1,120.0,0,Dropout,1,16.2,df1
127.3,20,2,12,6,0,7,8,14.37,0,0,8,1,0,1,0,8,27,1.79,0,0.5,0,1,10,13,1,1,136.0,0,Graduate,1,12.4,df1
130.5,18,5,15,3,0,6,12,12.0,0,0,6,1,0,1,0,9,28,0.32,0,2.6,0,1,1,19,1,1,130.0,1,Dropout,0,7.6,df1
110.0,19,1,11,4,0,6,11,12.0,0,0,6,1,0,0,0,8,14,1.74,0,1.4,0,1,6,1,1,1,124.0,1,Dropout,1,10.8,df1
132.5,19,2,16,5,0,6,10,12.6,0,0,6,1,0,1,0,9,28,1.74,0,1.4,0,1,5,1,1,1,123.0,0,Graduate,1,10.8,df1
135.1,18,5,10,6,0,6,6,12.166666666666666,0,0,6,1,1,0,0,4,28,1.74,0,1.4,0,1,10,1,1,3,140.0,0,Graduate,1,10.8,df1
135.1,18,5,12,8,0,8,8,13.76375,0,0,8,1,0,1,0,10,28,-3.12,0,-0.8,0,1,10,23,1,1,136.0,1,Graduate,1,9.4,df1
163.4,19,6,13,6,0,7,11,12.4,0,0,7,1,0,1,0,6,28,2.02,0,0.6,0,1,6,23,1,1,122.0,1,Graduate,1,11.1,df1
114.5,18,2,12,6,0,7,7,14.333333333333334,0,0,7,1,0,1,0,10,27,0.32,0,2.6,0,1,10,22,1,1,101.0,0,Graduate,1,7.6,df1
134.6,19,1,11,1,0,6,14,10.0,0,0,6,1,1,1,0,8,28,0.32,0,2.6,0,1,1,19,1,1,103.0,0,Dropout,0,7.6,df1
137.7,21,4,12,7,0,7,8,14.69625,0,0,8,1,0,1,0,4,1,1.79,0,0.5,0,1,4,1,1,1,133.1,0,Graduate,1,12.4,df1
130.0,18,3,13,7,0,7,9,12.855555555555556,0,0,8,1,0,0,0,8,28,-1.7,0,3.7,0,1,10,13,1,1,135.0,1,Graduate,1,12.7,df1
